,Date,ESI,station
4192,2/19/08,-2.2741063,2175:AL:SCAN
4193,2/19/08,-0.20294653,2053:AL:SCAN
4194,11/25/08,0.30774572,2057:AL:SCAN
4195,11/25/08,0.18125786,2078:AL:SCAN
4196,11/25/08,-0.06714079,2177:AL:SCAN
4197,11/25/08,0.025921049,2113:AL:SCAN
4198,11/25/08,-0.46442807,2174:AL:SCAN
4199,11/25/08,1.6679211,2055:AL:SCAN
4200,11/25/08,-0.514809,2173:AL:SCAN
4201,11/25/08,-0.7426704,2180:AL:SCAN
4202,11/25/08,-0.45781812,2114:AL:SCAN
4203,11/25/08,0.46683046,2178:AL:SCAN
4204,11/25/08,0.387089,2181:AL:SCAN
4205,11/25/08,-0.09831843,2182:AL:SCAN
4206,11/25/08,-0.073577054,2176:AL:SCAN
4207,11/25/08,0.16528636,2056:AL:SCAN
4208,11/25/08,-0.04177204,2179:AL:SCAN
4209,11/25/08,0.44585022,2115:AL:SCAN
4210,11/25/08,0.9908779,2175:AL:SCAN
4211,11/25/08,0.0953566,2053:AL:SCAN
4212,9/9/08,-0.2497526,2057:AL:SCAN
4213,9/9/08,-9999,2078:AL:SCAN
4214,9/9/08,-0.09736532,2177:AL:SCAN
4215,9/9/08,0.111995555,2113:AL:SCAN
4216,9/9/08,0.88289136,2174:AL:SCAN
4217,9/9/08,-9999,2055:AL:SCAN
4218,9/9/08,0.76498497,2173:AL:SCAN
4219,9/9/08,-9999,2180:AL:SCAN
4220,9/9/08,1.1677366,2114:AL:SCAN
4221,9/9/08,0.13705555,2178:AL:SCAN
4222,9/9/08,0.45294288,2181:AL:SCAN
4223,9/9/08,0.30362996,2182:AL:SCAN
4224,9/9/08,0.9761962,2176:AL:SCAN
4225,9/9/08,0.59206736,2056:AL:SCAN
4226,9/9/08,-0.015679102,2179:AL:SCAN
4227,9/9/08,-0.59903187,2115:AL:SCAN
4228,9/9/08,0.39904547,2175:AL:SCAN
4229,9/9/08,0.8838115,2053:AL:SCAN
4230,4/8/08,-2.517649,2057:AL:SCAN
4231,4/8/08,-3.0392728,2078:AL:SCAN
4232,4/8/08,-9999,2177:AL:SCAN
4233,4/8/08,-1.5976094,2113:AL:SCAN
4234,4/8/08,-9999,2174:AL:SCAN
4235,4/8/08,-9999,2055:AL:SCAN
4236,4/8/08,-9999,2173:AL:SCAN
4237,4/8/08,1.7871113,2180:AL:SCAN
4238,4/8/08,0.7385016,2114:AL:SCAN
4239,4/8/08,-9999,2178:AL:SCAN
4240,4/8/08,-9999,2181:AL:SCAN
4241,4/8/08,-1.579108,2182:AL:SCAN
4242,4/8/08,1.2942556,2176:AL:SCAN
4243,4/8/08,-2.1597855,2056:AL:SCAN
4244,4/8/08,0.2511073,2179:AL:SCAN
4245,4/8/08,-9999,2115:AL:SCAN
4246,4/8/08,-9999,2175:AL:SCAN
4247,4/8/08,-2.5752068,2053:AL:SCAN
4248,12/30/08,-9999,2057:AL:SCAN
4249,12/30/08,-9999,2078:AL:SCAN
4250,12/30/08,-9999,2177:AL:SCAN
4251,12/30/08,-9999,2113:AL:SCAN
4252,12/30/08,-9999,2174:AL:SCAN
4253,12/30/08,-9999,2055:AL:SCAN
4254,12/30/08,-9999,2173:AL:SCAN
4255,12/30/08,-9999,2180:AL:SCAN
4256,12/30/08,-9999,2114:AL:SCAN
4257,12/30/08,-9999,2178:AL:SCAN
4258,12/30/08,-9999,2181:AL:SCAN
4259,12/30/08,-9999,2182:AL:SCAN
4260,12/30/08,-9999,2176:AL:SCAN
4261,12/30/08,-9999,2056:AL:SCAN
4262,12/30/08,-9999,2179:AL:SCAN
4263,12/30/08,-9999,2115:AL:SCAN
4264,12/30/08,-9999,2175:AL:SCAN
4265,12/30/08,-9999,2053:AL:SCAN
4266,8/5/08,-0.4085213,2057:AL:SCAN
4267,8/5/08,2.0710537,2078:AL:SCAN
4268,8/5/08,0.27359602,2177:AL:SCAN
4269,8/5/08,0.96061426,2113:AL:SCAN
4270,8/5/08,0.41363502,2174:AL:SCAN
4271,8/5/08,-9999,2055:AL:SCAN
4272,8/5/08,1.8378925,2173:AL:SCAN
4273,8/5/08,-2.3127012,2180:AL:SCAN
4274,8/5/08,0.15318455,2114:AL:SCAN
4275,8/5/08,1.5070522,2178:AL:SCAN
4276,8/5/08,1.2573733,2181:AL:SCAN
4277,8/5/08,-0.62734747,2182:AL:SCAN
4278,8/5/08,1.302341,2176:AL:SCAN
4279,8/5/08,1.1278843,2056:AL:SCAN
4280,8/5/08,-1.3487412,2179:AL:SCAN
4281,8/5/08,1.082585,2115:AL:SCAN
4282,8/5/08,-9999,2175:AL:SCAN
4283,8/5/08,1.1830976,2053:AL:SCAN
4284,12/9/08,0.4720962,2057:AL:SCAN
4285,12/9/08,0.3656199,2078:AL:SCAN
4286,12/9/08,-0.1731683,2177:AL:SCAN
4287,12/9/08,-0.023316912,2113:AL:SCAN
4288,12/9/08,-0.40259612,2174:AL:SCAN
4289,12/9/08,1.1242534,2055:AL:SCAN
4290,12/9/08,1.0992111,2173:AL:SCAN
4291,12/9/08,-0.6208815,2180:AL:SCAN
4292,12/9/08,-0.46677887,2114:AL:SCAN
4293,12/9/08,-0.18290237,2178:AL:SCAN
4294,12/9/08,-0.77281046,2181:AL:SCAN
4295,12/9/08,0.12593077,2182:AL:SCAN
4296,12/9/08,-0.20059875,2176:AL:SCAN
4297,12/9/08,0.15569097,2056:AL:SCAN
4298,12/9/08,0.1441627,2179:AL:SCAN
4299,12/9/08,-0.34182352,2115:AL:SCAN
4300,12/9/08,0.65596634,2175:AL:SCAN
4301,12/9/08,0.1728078,2053:AL:SCAN
4302,8/26/08,-1.7645698,2057:AL:SCAN
4303,8/26/08,-9999,2078:AL:SCAN
4304,8/26/08,0.37087208,2177:AL:SCAN
4305,8/26/08,-0.3527957,2113:AL:SCAN
4306,8/26/08,-9999,2174:AL:SCAN
4307,8/26/08,-1.7900118,2055:AL:SCAN
4308,8/26/08,-0.18738201,2173:AL:SCAN
4309,8/26/08,0.86281884,2180:AL:SCAN
4310,8/26/08,0.6885323,2114:AL:SCAN
4311,8/26/08,0.72228897,2178:AL:SCAN
4312,8/26/08,1.3679733,2181:AL:SCAN
4313,8/26/08,-9999,2182:AL:SCAN
4314,8/26/08,0.46283704,2176:AL:SCAN
4315,8/26/08,2.0548654,2056:AL:SCAN
4316,8/26/08,-2.907675,2179:AL:SCAN
4317,8/26/08,0.30191767,2115:AL:SCAN
4318,8/26/08,-9999,2175:AL:SCAN
4319,8/26/08,-0.38487104,2053:AL:SCAN
4320,7/8/08,-9999,2057:AL:SCAN
4321,7/8/08,-9999,2078:AL:SCAN
4322,7/8/08,-9999,2177:AL:SCAN
4323,7/8/08,-0.5964301,2113:AL:SCAN
4324,7/8/08,-1.1446222,2174:AL:SCAN
4325,7/8/08,0.08148831,2055:AL:SCAN
4326,7/8/08,0.13382538,2173:AL:SCAN
4327,7/8/08,0.878733,2180:AL:SCAN
4328,7/8/08,0.47778594,2114:AL:SCAN
4329,7/8/08,-0.43071172,2178:AL:SCAN
4330,7/8/08,-0.080076456,2181:AL:SCAN
4331,7/8/08,0.54258066,2182:AL:SCAN
4332,7/8/08,-0.16882274,2176:AL:SCAN
4333,7/8/08,-1.8465383,2056:AL:SCAN
4334,7/8/08,-0.37155297,2179:AL:SCAN
4335,7/8/08,-0.36830708,2115:AL:SCAN
4336,7/8/08,-0.095872276,2175:AL:SCAN
4337,7/8/08,-9999,2053:AL:SCAN
4338,9/16/08,-0.84802765,2057:AL:SCAN
4339,9/16/08,-9999,2078:AL:SCAN
4340,9/16/08,-1.1261017,2177:AL:SCAN
4341,9/16/08,0.07321466,2113:AL:SCAN
4342,9/16/08,0.6373276,2174:AL:SCAN
4343,9/16/08,-9999,2055:AL:SCAN
4344,9/16/08,-9999,2173:AL:SCAN
4345,9/16/08,2.2915237,2180:AL:SCAN
4346,9/16/08,2.3862445,2114:AL:SCAN
4347,9/16/08,1.3453972,2178:AL:SCAN
4348,9/16/08,0.67705715,2181:AL:SCAN
4349,9/16/08,0.36301982,2182:AL:SCAN
4350,9/16/08,1.4256425,2176:AL:SCAN
4351,9/16/08,-1.020861,2056:AL:SCAN
4352,9/16/08,-0.8755255,2179:AL:SCAN
4353,9/16/08,-9999,2115:AL:SCAN
4354,9/16/08,-9999,2175:AL:SCAN
4355,9/16/08,0.53713286,2053:AL:SCAN
4356,7/29/08,-9999,2057:AL:SCAN
4357,7/29/08,1.1898272,2078:AL:SCAN
4358,7/29/08,1.5111109,2177:AL:SCAN
4359,7/29/08,1.2625154,2113:AL:SCAN
4360,7/29/08,0.961821,2174:AL:SCAN
4361,7/29/08,-1.167536,2055:AL:SCAN
4362,7/29/08,1.4674419,2173:AL:SCAN
4363,7/29/08,0.6481383,2180:AL:SCAN
4364,7/29/08,1.14762,2114:AL:SCAN
4365,7/29/08,1.728318,2178:AL:SCAN
4366,7/29/08,0.9151427,2181:AL:SCAN
4367,7/29/08,-9999,2182:AL:SCAN
4368,7/29/08,1.1648757,2176:AL:SCAN
4369,7/29/08,1.2196996,2056:AL:SCAN
4370,7/29/08,0.7217163,2179:AL:SCAN
4371,7/29/08,1.0092123,2115:AL:SCAN
4372,7/29/08,-9999,2175:AL:SCAN
4373,7/29/08,1.1533856,2053:AL:SCAN
4374,3/11/08,-0.14702237,2057:AL:SCAN
4375,3/11/08,0.20302969,2078:AL:SCAN
4376,3/11/08,1.0551683,2177:AL:SCAN
4377,3/11/08,0.4258346,2113:AL:SCAN
4378,3/11/08,1.3395364,2174:AL:SCAN
4379,3/11/08,-9999,2055:AL:SCAN
4380,3/11/08,0.6195833,2173:AL:SCAN
4381,3/11/08,0.52209806,2180:AL:SCAN
4382,3/11/08,0.9506938,2114:AL:SCAN
4383,3/11/08,0.33883524,2178:AL:SCAN
4384,3/11/08,1.1784093,2181:AL:SCAN
4385,3/11/08,1.1302767,2182:AL:SCAN
4386,3/11/08,0.6686926,2176:AL:SCAN
4387,3/11/08,0.111426845,2056:AL:SCAN
4388,3/11/08,0.31568047,2179:AL:SCAN
4389,3/11/08,0.7264511,2115:AL:SCAN
4390,3/11/08,-9999,2175:AL:SCAN
4391,3/11/08,0.1337497,2053:AL:SCAN
4392,6/3/08,1.7807844,2057:AL:SCAN
4393,6/3/08,-9999,2078:AL:SCAN
4394,6/3/08,-0.61675423,2177:AL:SCAN
4395,6/3/08,-9999,2113:AL:SCAN
4396,6/3/08,1.2047397,2174:AL:SCAN
4397,6/3/08,-9999,2055:AL:SCAN
4398,6/3/08,1.1461403,2173:AL:SCAN
4399,6/3/08,-0.14029376,2180:AL:SCAN
4400,6/3/08,-0.4107504,2114:AL:SCAN
4401,6/3/08,-1.3021408,2178:AL:SCAN
4402,6/3/08,-9999,2181:AL:SCAN
4403,6/3/08,0.3262028,2182:AL:SCAN
4404,6/3/08,-1.1359656,2176:AL:SCAN
4405,6/3/08,-9999,2056:AL:SCAN
4406,6/3/08,0.72993636,2179:AL:SCAN
4407,6/3/08,-1.4702793,2115:AL:SCAN
4408,6/3/08,-1.6432438,2175:AL:SCAN
4409,6/3/08,-9999,2053:AL:SCAN
4410,10/7/08,-0.2500111,2057:AL:SCAN
4411,10/7/08,-0.74820757,2078:AL:SCAN
4412,10/7/08,-0.19690199,2177:AL:SCAN
4413,10/7/08,-0.31979477,2113:AL:SCAN
4414,10/7/08,0.5959446,2174:AL:SCAN
4415,10/7/08,0.2917691,2055:AL:SCAN
4416,10/7/08,0.21862058,2173:AL:SCAN
4417,10/7/08,-0.09277695,2180:AL:SCAN
4418,10/7/08,0.005494595,2114:AL:SCAN
4419,10/7/08,0.045629747,2178:AL:SCAN
4420,10/7/08,-0.5798841,2181:AL:SCAN
4421,10/7/08,-0.4161374,2182:AL:SCAN
4422,10/7/08,0.7104858,2176:AL:SCAN
4423,10/7/08,-0.43290812,2056:AL:SCAN
4424,10/7/08,0.2377718,2179:AL:SCAN
4425,10/7/08,0.18561326,2115:AL:SCAN
4426,10/7/08,-0.7804969,2175:AL:SCAN
4427,10/7/08,-0.1513365,2053:AL:SCAN
4428,2/5/08,-0.052737445,2057:AL:SCAN
4429,2/5/08,-0.6731994,2078:AL:SCAN
4430,2/5/08,-0.52858365,2177:AL:SCAN
4431,2/5/08,-0.5607258,2113:AL:SCAN
4432,2/5/08,-1.0751483,2174:AL:SCAN
4433,2/5/08,-0.9665801,2055:AL:SCAN
4434,2/5/08,-0.23215903,2173:AL:SCAN
4435,2/5/08,-0.4089923,2180:AL:SCAN
4436,2/5/08,-0.72497773,2114:AL:SCAN
4437,2/5/08,-1.4969283,2178:AL:SCAN
4438,2/5/08,-0.59447306,2181:AL:SCAN
4439,2/5/08,-0.27317393,2182:AL:SCAN
4440,2/5/08,-1.8403293,2176:AL:SCAN
4441,2/5/08,-0.7849222,2056:AL:SCAN
4442,2/5/08,-0.48710546,2179:AL:SCAN
4443,2/5/08,-0.2830012,2115:AL:SCAN
4444,2/5/08,-9999,2175:AL:SCAN
4445,2/5/08,-0.2321419,2053:AL:SCAN
4446,5/13/08,0.18881188,2057:AL:SCAN
4447,5/13/08,-0.0542219,2078:AL:SCAN
4448,5/13/08,-1.5269735,2177:AL:SCAN
4449,5/13/08,-0.77401936,2113:AL:SCAN
4450,5/13/08,-0.77591664,2174:AL:SCAN
4451,5/13/08,-0.24256463,2055:AL:SCAN
4452,5/13/08,-0.89547217,2173:AL:SCAN
4453,5/13/08,-0.8798333,2180:AL:SCAN
4454,5/13/08,-1.9464037,2114:AL:SCAN
4455,5/13/08,-2.1349518,2178:AL:SCAN
4456,5/13/08,-0.77470845,2181:AL:SCAN
4457,5/13/08,-1.1575823,2182:AL:SCAN
4458,5/13/08,-1.912723,2176:AL:SCAN
4459,5/13/08,0.15374775,2056:AL:SCAN
4460,5/13/08,-0.5130004,2179:AL:SCAN
4461,5/13/08,-1.6580424,2115:AL:SCAN
4462,5/13/08,-1.0883975,2175:AL:SCAN
4463,5/13/08,-0.007752705,2053:AL:SCAN
4464,2/26/08,0.9829407,2057:AL:SCAN
4465,2/26/08,1.0925817,2078:AL:SCAN
4466,2/26/08,-0.6237616,2177:AL:SCAN
4467,2/26/08,0.79457843,2113:AL:SCAN
4468,2/26/08,0.6388689,2174:AL:SCAN
4469,2/26/08,-0.5346279,2055:AL:SCAN
4470,2/26/08,1.0744427,2173:AL:SCAN
4471,2/26/08,0.59512526,2180:AL:SCAN
4472,2/26/08,-2.518589,2114:AL:SCAN
4473,2/26/08,-0.63202083,2178:AL:SCAN
4474,2/26/08,0.051841535,2181:AL:SCAN
4475,2/26/08,0.8039978,2182:AL:SCAN
4476,2/26/08,-2.08966,2176:AL:SCAN
4477,2/26/08,1.2644551,2056:AL:SCAN
4478,2/26/08,0.953077,2179:AL:SCAN
4479,2/26/08,0.3776072,2115:AL:SCAN
4480,2/26/08,-1.2135198,2175:AL:SCAN
4481,2/26/08,0.39032277,2053:AL:SCAN
4482,12/2/08,0.8677731,2057:AL:SCAN
4483,12/2/08,0.68549776,2078:AL:SCAN
4484,12/2/08,1.3748915,2177:AL:SCAN
4485,12/2/08,1.1638744,2113:AL:SCAN
4486,12/2/08,1.3870071,2174:AL:SCAN
4487,12/2/08,1.2087842,2055:AL:SCAN
4488,12/2/08,0.45497075,2173:AL:SCAN
4489,12/2/08,-0.8276488,2180:AL:SCAN
4490,12/2/08,0.28805834,2114:AL:SCAN
4491,12/2/08,1.581389,2178:AL:SCAN
4492,12/2/08,1.8757845,2181:AL:SCAN
4493,12/2/08,-0.18424119,2182:AL:SCAN
4494,12/2/08,1.9326583,2176:AL:SCAN
4495,12/2/08,0.9883612,2056:AL:SCAN
4496,12/2/08,0.52468896,2179:AL:SCAN
4497,12/2/08,1.137757,2115:AL:SCAN
4498,12/2/08,-1.0312717,2175:AL:SCAN
4499,12/2/08,1.6768124,2053:AL:SCAN
4500,12/23/08,-9999,2057:AL:SCAN
4501,12/23/08,-9999,2078:AL:SCAN
4502,12/23/08,-9999,2177:AL:SCAN
4503,12/23/08,-9999,2113:AL:SCAN
4504,12/23/08,-9999,2174:AL:SCAN
4505,12/23/08,-9999,2055:AL:SCAN
4506,12/23/08,-9999,2173:AL:SCAN
4507,12/23/08,-9999,2180:AL:SCAN
4508,12/23/08,-3.0888,2114:AL:SCAN
4509,12/23/08,-9999,2178:AL:SCAN
4510,12/23/08,-9999,2181:AL:SCAN
4511,12/23/08,1.25979,2182:AL:SCAN
4512,12/23/08,-9999,2176:AL:SCAN
4513,12/23/08,-9999,2056:AL:SCAN
4514,12/23/08,-9999,2179:AL:SCAN
4515,12/23/08,-9999,2115:AL:SCAN
4516,12/23/08,-9999,2175:AL:SCAN
4517,12/23/08,-9999,2053:AL:SCAN
4518,4/1/08,-0.121784404,2057:AL:SCAN
4519,4/1/08,0.15963759,2078:AL:SCAN
4520,4/1/08,-0.15684623,2177:AL:SCAN
4521,4/1/08,-0.16396093,2113:AL:SCAN
4522,4/1/08,-1.2238528,2174:AL:SCAN
4523,4/1/08,0.78370464,2055:AL:SCAN
4524,4/1/08,-0.41280532,2173:AL:SCAN
4525,4/1/08,-0.77844673,2180:AL:SCAN
4526,4/1/08,-0.4130261,2114:AL:SCAN
4527,4/1/08,0.22185338,2178:AL:SCAN
4528,4/1/08,-0.14846577,2181:AL:SCAN
4529,4/1/08,0.76152873,2182:AL:SCAN
4530,4/1/08,-0.17401549,2176:AL:SCAN
4531,4/1/08,-1.9030436,2056:AL:SCAN
4532,4/1/08,-0.19436714,2179:AL:SCAN
4533,4/1/08,0.5363378,2115:AL:SCAN
4534,4/1/08,-0.8029993,2175:AL:SCAN
4535,4/1/08,0.103926875,2053:AL:SCAN
4536,8/12/08,-0.8014515,2057:AL:SCAN
4537,8/12/08,0.67628574,2078:AL:SCAN
4538,8/12/08,1.4195874,2177:AL:SCAN
4539,8/12/08,0.6247817,2113:AL:SCAN
4540,8/12/08,-1.1399118,2174:AL:SCAN
4541,8/12/08,-1.1899701,2055:AL:SCAN
4542,8/12/08,0.23713914,2173:AL:SCAN
4543,8/12/08,0.26761445,2180:AL:SCAN
4544,8/12/08,-0.77627414,2114:AL:SCAN
4545,8/12/08,-0.7492512,2178:AL:SCAN
4546,8/12/08,0.6678066,2181:AL:SCAN
4547,8/12/08,-0.8968493,2182:AL:SCAN
4548,8/12/08,-0.8434374,2176:AL:SCAN
4549,8/12/08,0.08996546,2056:AL:SCAN
4550,8/12/08,-1.7981576,2179:AL:SCAN
4551,8/12/08,-1.8886704,2115:AL:SCAN
4552,8/12/08,-0.48927963,2175:AL:SCAN
4553,8/12/08,0.17584793,2053:AL:SCAN
4554,9/2/08,0.35678297,2057:AL:SCAN
4555,9/2/08,1.1701217,2078:AL:SCAN
4556,9/2/08,-9999,2177:AL:SCAN
4557,9/2/08,1.3737452,2113:AL:SCAN
4558,9/2/08,0.8516132,2174:AL:SCAN
4559,9/2/08,-9999,2055:AL:SCAN
4560,9/2/08,-2.3962023,2173:AL:SCAN
4561,9/2/08,-1.0899086,2180:AL:SCAN
4562,9/2/08,0.24282958,2114:AL:SCAN
4563,9/2/08,0.20235263,2178:AL:SCAN
4564,9/2/08,0.84491616,2181:AL:SCAN
4565,9/2/08,0.2578311,2182:AL:SCAN
4566,9/2/08,0.62258846,2176:AL:SCAN
4567,9/2/08,0.5561562,2056:AL:SCAN
4568,9/2/08,1.445222,2179:AL:SCAN
4569,9/2/08,-0.32935998,2115:AL:SCAN
4570,9/2/08,-9999,2175:AL:SCAN
4571,9/2/08,0.72193277,2053:AL:SCAN
4572,1/22/08,0.39252874,2057:AL:SCAN
4573,1/22/08,-0.24013324,2078:AL:SCAN
4574,1/22/08,-0.5931136,2177:AL:SCAN
4575,1/22/08,-0.6963804,2113:AL:SCAN
4576,1/22/08,-0.008277681,2174:AL:SCAN
4577,1/22/08,-0.5746442,2055:AL:SCAN
4578,1/22/08,0.37713528,2173:AL:SCAN
4579,1/22/08,0.8006144,2180:AL:SCAN
4580,1/22/08,0.6164228,2114:AL:SCAN
4581,1/22/08,0.63035643,2178:AL:SCAN
4582,1/22/08,0.10855145,2181:AL:SCAN
4583,1/22/08,0.6422907,2182:AL:SCAN
4584,1/22/08,0.01369505,2176:AL:SCAN
4585,1/22/08,-0.2598821,2056:AL:SCAN
4586,1/22/08,0.26844352,2179:AL:SCAN
4587,1/22/08,0.9059179,2115:AL:SCAN
4588,1/22/08,0.6049762,2175:AL:SCAN
4589,1/22/08,-0.14519085,2053:AL:SCAN
4590,10/21/08,0.357297,2057:AL:SCAN
4591,10/21/08,0.33103475,2078:AL:SCAN
4592,10/21/08,-0.12001811,2177:AL:SCAN
4593,10/21/08,0.20447242,2113:AL:SCAN
4594,10/21/08,0.6034248,2174:AL:SCAN
4595,10/21/08,0.35290527,2055:AL:SCAN
4596,10/21/08,0.7269092,2173:AL:SCAN
4597,10/21/08,0.27286017,2180:AL:SCAN
4598,10/21/08,0.12339015,2114:AL:SCAN
4599,10/21/08,1.0475572,2178:AL:SCAN
4600,10/21/08,-0.013906108,2181:AL:SCAN
4601,10/21/08,0.47232205,2182:AL:SCAN
4602,10/21/08,0.66015583,2176:AL:SCAN
4603,10/21/08,0.1638868,2056:AL:SCAN
4604,10/21/08,0.21058403,2179:AL:SCAN
4605,10/21/08,1.1565459,2115:AL:SCAN
4606,10/21/08,1.1581674,2175:AL:SCAN
4607,10/21/08,0.35448804,2053:AL:SCAN
4608,5/20/08,0.5417478,2057:AL:SCAN
4609,5/20/08,-0.02865776,2078:AL:SCAN
4610,5/20/08,-0.28750476,2177:AL:SCAN
4611,5/20/08,-0.25280368,2113:AL:SCAN
4612,5/20/08,0.04907095,2174:AL:SCAN
4613,5/20/08,-9999,2055:AL:SCAN
4614,5/20/08,-0.26875734,2173:AL:SCAN
4615,5/20/08,-0.1501037,2180:AL:SCAN
4616,5/20/08,0.40544656,2114:AL:SCAN
4617,5/20/08,-0.7914996,2178:AL:SCAN
4618,5/20/08,-1.494364,2181:AL:SCAN
4619,5/20/08,-0.28712198,2182:AL:SCAN
4620,5/20/08,-0.2128752,2176:AL:SCAN
4621,5/20/08,0.18776813,2056:AL:SCAN
4622,5/20/08,0.74337506,2179:AL:SCAN
4623,5/20/08,-0.24627984,2115:AL:SCAN
4624,5/20/08,1.1979804,2175:AL:SCAN
4625,5/20/08,0.23031804,2053:AL:SCAN
4626,6/17/08,-0.30275574,2057:AL:SCAN
4627,6/17/08,-9999,2078:AL:SCAN
4628,6/17/08,-9999,2177:AL:SCAN
4629,6/17/08,0.08096495,2113:AL:SCAN
4630,6/17/08,1.1484302,2174:AL:SCAN
4631,6/17/08,-1.0676496,2055:AL:SCAN
4632,6/17/08,0.39497033,2173:AL:SCAN
4633,6/17/08,-0.9025087,2180:AL:SCAN
4634,6/17/08,0.8052469,2114:AL:SCAN
4635,6/17/08,0.33272576,2178:AL:SCAN
4636,6/17/08,0.61996025,2181:AL:SCAN
4637,6/17/08,0.4593326,2182:AL:SCAN
4638,6/17/08,0.13164505,2176:AL:SCAN
4639,6/17/08,-0.6913191,2056:AL:SCAN
4640,6/17/08,-1.0156213,2179:AL:SCAN
4641,6/17/08,-0.51714545,2115:AL:SCAN
4642,6/17/08,1.1073905,2175:AL:SCAN
4643,6/17/08,-9999,2053:AL:SCAN
4644,4/15/08,-0.9492862,2057:AL:SCAN
4645,4/15/08,0.13972285,2078:AL:SCAN
4646,4/15/08,-0.93036765,2177:AL:SCAN
4647,4/15/08,0.19963136,2113:AL:SCAN
4648,4/15/08,-1.0920191,2174:AL:SCAN
4649,4/15/08,0.60137475,2055:AL:SCAN
4650,4/15/08,-0.8404685,2173:AL:SCAN
4651,4/15/08,0.6617947,2180:AL:SCAN
4652,4/15/08,0.204211,2114:AL:SCAN
4653,4/15/08,-0.06684861,2178:AL:SCAN
4654,4/15/08,1.0474262,2181:AL:SCAN
4655,4/15/08,0.2574487,2182:AL:SCAN
4656,4/15/08,2.1636798,2176:AL:SCAN
4657,4/15/08,-0.3393,2056:AL:SCAN
4658,4/15/08,0.1602189,2179:AL:SCAN
4659,4/15/08,0.035822935,2115:AL:SCAN
4660,4/15/08,-0.43761912,2175:AL:SCAN
4661,4/15/08,-0.5910027,2053:AL:SCAN
4662,11/4/08,-0.11486577,2057:AL:SCAN
4663,11/4/08,-0.20711556,2078:AL:SCAN
4664,11/4/08,-0.04007569,2177:AL:SCAN
4665,11/4/08,-0.5166751,2113:AL:SCAN
4666,11/4/08,-0.09532193,2174:AL:SCAN
4667,11/4/08,0.73472506,2055:AL:SCAN
4668,11/4/08,-0.28696182,2173:AL:SCAN
4669,11/4/08,0.19271903,2180:AL:SCAN
4670,11/4/08,0.25909764,2114:AL:SCAN
4671,11/4/08,0.59812385,2178:AL:SCAN
4672,11/4/08,0.22376452,2181:AL:SCAN
4673,11/4/08,0.6201938,2182:AL:SCAN
4674,11/4/08,0.36405352,2176:AL:SCAN
4675,11/4/08,-0.00594908,2056:AL:SCAN
4676,11/4/08,-0.24230354,2179:AL:SCAN
4677,11/4/08,0.26540384,2115:AL:SCAN
4678,11/4/08,0.20532648,2175:AL:SCAN
4679,11/4/08,-0.29975456,2053:AL:SCAN
4680,9/30/08,-0.05883183,2057:AL:SCAN
4681,9/30/08,0.19041204,2078:AL:SCAN
4682,9/30/08,-0.8355003,2177:AL:SCAN
4683,9/30/08,-0.31656188,2113:AL:SCAN
4684,9/30/08,0.5755312,2174:AL:SCAN
4685,9/30/08,0.20915475,2055:AL:SCAN
4686,9/30/08,-0.8203173,2173:AL:SCAN
4687,9/30/08,-0.66954297,2180:AL:SCAN
4688,9/30/08,0.2980039,2114:AL:SCAN
4689,9/30/08,-0.9509005,2178:AL:SCAN
4690,9/30/08,-0.769332,2181:AL:SCAN
4691,9/30/08,-2.2210803,2182:AL:SCAN
4692,9/30/08,-0.23291625,2176:AL:SCAN
4693,9/30/08,-1.1788591,2056:AL:SCAN
4694,9/30/08,-0.17975399,2179:AL:SCAN
4695,9/30/08,-1.3477199,2115:AL:SCAN
4696,9/30/08,-1.3051442,2175:AL:SCAN
4697,9/30/08,-0.50222576,2053:AL:SCAN
4698,11/18/08,0.901196,2057:AL:SCAN
4699,11/18/08,0.45657846,2078:AL:SCAN
4700,11/18/08,-0.24455746,2177:AL:SCAN
4701,11/18/08,0.78835654,2113:AL:SCAN
4702,11/18/08,0.42995065,2174:AL:SCAN
4703,11/18/08,1.7863766,2055:AL:SCAN
4704,11/18/08,-0.16780214,2173:AL:SCAN
4705,11/18/08,-1.0874001,2180:AL:SCAN
4706,11/18/08,0.21705917,2114:AL:SCAN
4707,11/18/08,0.80215955,2178:AL:SCAN
4708,11/18/08,0.17238781,2181:AL:SCAN
4709,11/18/08,0.37616578,2182:AL:SCAN
4710,11/18/08,-0.037536256,2176:AL:SCAN
4711,11/18/08,1.579499,2056:AL:SCAN
4712,11/18/08,1.0318503,2179:AL:SCAN
4713,11/18/08,0.102687575,2115:AL:SCAN
4714,11/18/08,0.6362223,2175:AL:SCAN
4715,11/18/08,0.503548,2053:AL:SCAN
4716,2/12/08,-1.0555078,2057:AL:SCAN
4717,2/12/08,-0.83771324,2078:AL:SCAN
4718,2/12/08,-0.39384946,2177:AL:SCAN
4719,2/12/08,-1.1043142,2113:AL:SCAN
4720,2/12/08,-0.7192333,2174:AL:SCAN
4721,2/12/08,-1.7721126,2055:AL:SCAN
4722,2/12/08,-0.44405073,2173:AL:SCAN
4723,2/12/08,-0.70204383,2180:AL:SCAN
4724,2/12/08,-1.416885,2114:AL:SCAN
4725,2/12/08,-0.6350253,2178:AL:SCAN
4726,2/12/08,-0.8224376,2181:AL:SCAN
4727,2/12/08,-0.83093643,2182:AL:SCAN
4728,2/12/08,-0.44422367,2176:AL:SCAN
