,ESI,Latitude,Longitude,Date,StationTriplet
11925,-0.004,32.41222,-85.91028,2013-07-02,2178:AL:SCAN
11927,0.768,31.01912,-85.03693,2013-07-02,2182:AL:SCAN
11928,0.875,32.40392,-86.89137,2013-07-02,2176:AL:SCAN
11930,-0.95,34.17973,-87.45618,2013-07-02,2179:AL:SCAN
11934,1.615,34.78333,-86.55,2013-07-09,2057:AL:SCAN
11938,-1.574,33.10768,-88.31003,2013-07-09,2174:AL:SCAN
11943,1.442,32.41222,-85.91028,2013-07-09,2178:AL:SCAN
11948,-0.595,34.17973,-87.45618,2013-07-09,2179:AL:SCAN
11952,1.321,34.78333,-86.55,2013-07-16,2057:AL:SCAN
11953,0.601,34.89375,-86.60236,2013-07-16,2078:AL:SCAN
11958,-0.533,34.81982,-87.98685,2013-07-16,2173:AL:SCAN
11959,-0.058,30.5238,-87.69797,2013-07-16,2180:AL:SCAN
11961,1.591,32.41222,-85.91028,2013-07-16,2178:AL:SCAN
11962,-0.984,31.10923,-87.55277,2013-07-16,2181:AL:SCAN
11963,-0.632,31.01912,-85.03693,2013-07-16,2182:AL:SCAN
11965,0.162,34.43333,-86.68333,2013-07-16,2056:AL:SCAN
11966,0.978,34.17973,-87.45618,2013-07-16,2179:AL:SCAN
11967,1.713,32.43455,-85.74802,2013-07-16,2115:AL:SCAN
11969,-1.449,34.9,-86.53333,2013-07-16,2053:AL:SCAN
11970,0.154,34.78333,-86.55,2013-07-23,2057:AL:SCAN
11971,-0.012,34.89375,-86.60236,2013-07-23,2078:AL:SCAN
11974,0.128,33.10768,-88.31003,2013-07-23,2174:AL:SCAN
11976,-0.137,34.81982,-87.98685,2013-07-23,2173:AL:SCAN
11977,1.54,30.5238,-87.69797,2013-07-23,2180:AL:SCAN
11978,1.327,32.608,-88.19743,2013-07-23,2114:AL:SCAN
11979,0.862,32.41222,-85.91028,2013-07-23,2178:AL:SCAN
11980,-0.06,31.10923,-87.55277,2013-07-23,2181:AL:SCAN
11981,-0.106,31.01912,-85.03693,2013-07-23,2182:AL:SCAN
11983,0.423,34.43333,-86.68333,2013-07-23,2056:AL:SCAN
11985,1.206,32.43455,-85.74802,2013-07-23,2115:AL:SCAN
11987,0.203,34.9,-86.53333,2013-07-23,2053:AL:SCAN
11988,-0.637,34.78333,-86.55,2013-07-30,2057:AL:SCAN
11989,0.279,34.89375,-86.60236,2013-07-30,2078:AL:SCAN
11990,0.092,32.28393,-86.05253,2013-07-30,2177:AL:SCAN
11991,-0.373,34.19492,-86.79897,2013-07-30,2113:AL:SCAN
11992,0.477,33.10768,-88.31003,2013-07-30,2174:AL:SCAN
11995,-0.441,30.5238,-87.69797,2013-07-30,2180:AL:SCAN
11996,0.716,32.608,-88.19743,2013-07-30,2114:AL:SCAN
11997,0.73,32.41222,-85.91028,2013-07-30,2178:AL:SCAN
11999,-0.721,31.01912,-85.03693,2013-07-30,2182:AL:SCAN
12000,0.663,32.40392,-86.89137,2013-07-30,2176:AL:SCAN
12001,-0.49,34.43333,-86.68333,2013-07-30,2056:AL:SCAN
12002,0.17,34.17973,-87.45618,2013-07-30,2179:AL:SCAN
12003,0.346,32.43455,-85.74802,2013-07-30,2115:AL:SCAN
12006,1.544,34.78333,-86.55,2013-08-06,2057:AL:SCAN
12009,0.487,34.19492,-86.79897,2013-08-06,2113:AL:SCAN
12015,1.03,32.41222,-85.91028,2013-08-06,2178:AL:SCAN
12016,0.371,31.10923,-87.55277,2013-08-06,2181:AL:SCAN
12017,1.372,31.01912,-85.03693,2013-08-06,2182:AL:SCAN
12018,1.306,32.40392,-86.89137,2013-08-06,2176:AL:SCAN
12019,-0.032,34.43333,-86.68333,2013-08-06,2056:AL:SCAN
12020,0.987,34.17973,-87.45618,2013-08-06,2179:AL:SCAN
12021,0.735,32.43455,-85.74802,2013-08-06,2115:AL:SCAN
12024,1.996,34.78333,-86.55,2013-08-13,2057:AL:SCAN
12026,1.004,32.28393,-86.05253,2013-08-13,2177:AL:SCAN
12028,0.976,33.10768,-88.31003,2013-08-13,2174:AL:SCAN
12031,1.094,30.5238,-87.69797,2013-08-13,2180:AL:SCAN
12034,0.909,31.10923,-87.55277,2013-08-13,2181:AL:SCAN
12035,0.802,31.01912,-85.03693,2013-08-13,2182:AL:SCAN
12036,0.8,32.40392,-86.89137,2013-08-13,2176:AL:SCAN
12060,-0.02,34.78333,-86.55,2013-08-27,2057:AL:SCAN
12061,0.613,34.89375,-86.60236,2013-08-27,2078:AL:SCAN
12062,0.088,32.28393,-86.05253,2013-08-27,2177:AL:SCAN
12063,1.175,34.19492,-86.79897,2013-08-27,2113:AL:SCAN
12064,-0.068,33.10768,-88.31003,2013-08-27,2174:AL:SCAN
12066,0.595,34.81982,-87.98685,2013-08-27,2173:AL:SCAN
12067,-3.379,30.5238,-87.69797,2013-08-27,2180:AL:SCAN
12068,0.116,32.608,-88.19743,2013-08-27,2114:AL:SCAN
12069,0.759,32.41222,-85.91028,2013-08-27,2178:AL:SCAN
12070,-0.319,31.10923,-87.55277,2013-08-27,2181:AL:SCAN
12071,-0.093,31.01912,-85.03693,2013-08-27,2182:AL:SCAN
12072,1.114,32.40392,-86.89137,2013-08-27,2176:AL:SCAN
12073,0.371,34.43333,-86.68333,2013-08-27,2056:AL:SCAN
12074,0.844,34.17973,-87.45618,2013-08-27,2179:AL:SCAN
12075,0.414,32.43455,-85.74802,2013-08-27,2115:AL:SCAN
12077,-0.176,34.9,-86.53333,2013-08-27,2053:AL:SCAN
12078,-0.988,34.78333,-86.55,2013-09-03,2057:AL:SCAN
12079,-1.398,34.89375,-86.60236,2013-09-03,2078:AL:SCAN
12080,-0.146,32.28393,-86.05253,2013-09-03,2177:AL:SCAN
12081,-1.104,34.19492,-86.79897,2013-09-03,2113:AL:SCAN
12082,-1.179,33.10768,-88.31003,2013-09-03,2174:AL:SCAN
12084,0.042,34.81982,-87.98685,2013-09-03,2173:AL:SCAN
12085,0.34,30.5238,-87.69797,2013-09-03,2180:AL:SCAN
12086,-0.644,32.608,-88.19743,2013-09-03,2114:AL:SCAN
12087,0.032,32.41222,-85.91028,2013-09-03,2178:AL:SCAN
12088,1.429,31.10923,-87.55277,2013-09-03,2181:AL:SCAN
12089,0.134,31.01912,-85.03693,2013-09-03,2182:AL:SCAN
12090,0.166,32.40392,-86.89137,2013-09-03,2176:AL:SCAN
12091,-0.705,34.43333,-86.68333,2013-09-03,2056:AL:SCAN
12092,-0.462,34.17973,-87.45618,2013-09-03,2179:AL:SCAN
12093,0.548,32.43455,-85.74802,2013-09-03,2115:AL:SCAN
12094,-0.231,33.33168,-85.51818,2013-09-03,2175:AL:SCAN
12095,-0.577,34.9,-86.53333,2013-09-03,2053:AL:SCAN
12096,0.738,34.78333,-86.55,2013-09-10,2057:AL:SCAN
12097,1.778,34.89375,-86.60236,2013-09-10,2078:AL:SCAN
12098,0.856,32.28393,-86.05253,2013-09-10,2177:AL:SCAN
12099,1.736,34.19492,-86.79897,2013-09-10,2113:AL:SCAN
12100,0.069,33.10768,-88.31003,2013-09-10,2174:AL:SCAN
12102,1.222,34.81982,-87.98685,2013-09-10,2173:AL:SCAN
12103,0.28,30.5238,-87.69797,2013-09-10,2180:AL:SCAN
12104,0.504,32.608,-88.19743,2013-09-10,2114:AL:SCAN
12105,0.343,32.41222,-85.91028,2013-09-10,2178:AL:SCAN
12106,0.656,31.10923,-87.55277,2013-09-10,2181:AL:SCAN
12107,0.029,31.01912,-85.03693,2013-09-10,2182:AL:SCAN
12108,0.741,32.40392,-86.89137,2013-09-10,2176:AL:SCAN
12109,0.943,34.43333,-86.68333,2013-09-10,2056:AL:SCAN
12110,1.005,34.17973,-87.45618,2013-09-10,2179:AL:SCAN
12111,-0.362,32.43455,-85.74802,2013-09-10,2115:AL:SCAN
12112,1.928,33.33168,-85.51818,2013-09-10,2175:AL:SCAN
12113,0.613,34.9,-86.53333,2013-09-10,2053:AL:SCAN
12114,-0.583,34.78333,-86.55,2013-09-17,2057:AL:SCAN
12116,0.483,32.28393,-86.05253,2013-09-17,2177:AL:SCAN
12117,-0.332,34.19492,-86.79897,2013-09-17,2113:AL:SCAN
12118,1.168,33.10768,-88.31003,2013-09-17,2174:AL:SCAN
12119,0.938,34.4448,-86.16557,2013-09-17,2055:AL:SCAN
12120,-1.185,34.81982,-87.98685,2013-09-17,2173:AL:SCAN
12121,0.238,30.5238,-87.69797,2013-09-17,2180:AL:SCAN
12122,-0.528,32.608,-88.19743,2013-09-17,2114:AL:SCAN
12123,-0.352,32.41222,-85.91028,2013-09-17,2178:AL:SCAN
12124,-0.254,31.10923,-87.55277,2013-09-17,2181:AL:SCAN
12125,0.116,31.01912,-85.03693,2013-09-17,2182:AL:SCAN
12126,-0.88,32.40392,-86.89137,2013-09-17,2176:AL:SCAN
12127,0.441,34.43333,-86.68333,2013-09-17,2056:AL:SCAN
12128,-0.68,34.17973,-87.45618,2013-09-17,2179:AL:SCAN
12129,-0.288,32.43455,-85.74802,2013-09-17,2115:AL:SCAN
12130,1.442,33.33168,-85.51818,2013-09-17,2175:AL:SCAN
12131,0.603,34.9,-86.53333,2013-09-17,2053:AL:SCAN
12132,0.251,34.78333,-86.55,2013-09-24,2057:AL:SCAN
12133,-0.167,34.89375,-86.60236,2013-09-24,2078:AL:SCAN
12134,-0.235,32.28393,-86.05253,2013-09-24,2177:AL:SCAN
12135,0.318,34.19492,-86.79897,2013-09-24,2113:AL:SCAN
12136,0.297,33.10768,-88.31003,2013-09-24,2174:AL:SCAN
12137,-0.092,34.4448,-86.16557,2013-09-24,2055:AL:SCAN
12138,0.321,34.81982,-87.98685,2013-09-24,2173:AL:SCAN
12139,0.749,30.5238,-87.69797,2013-09-24,2180:AL:SCAN
12140,-0.814,32.608,-88.19743,2013-09-24,2114:AL:SCAN
12141,-0.204,32.41222,-85.91028,2013-09-24,2178:AL:SCAN
12142,-0.954,31.10923,-87.55277,2013-09-24,2181:AL:SCAN
12144,0.119,32.40392,-86.89137,2013-09-24,2176:AL:SCAN
12145,0.468,34.43333,-86.68333,2013-09-24,2056:AL:SCAN
12146,1.122,34.17973,-87.45618,2013-09-24,2179:AL:SCAN
12147,0.58,32.43455,-85.74802,2013-09-24,2115:AL:SCAN
12148,0.836,33.33168,-85.51818,2013-09-24,2175:AL:SCAN
12149,0.737,34.9,-86.53333,2013-09-24,2053:AL:SCAN
12150,-0.765,34.78333,-86.55,2013-10-01,2057:AL:SCAN
12151,1.668,34.89375,-86.60236,2013-10-01,2078:AL:SCAN
12152,-0.139,32.28393,-86.05253,2013-10-01,2177:AL:SCAN
12153,0.01,34.19492,-86.79897,2013-10-01,2113:AL:SCAN
12154,1.556,33.10768,-88.31003,2013-10-01,2174:AL:SCAN
12156,1.732,34.81982,-87.98685,2013-10-01,2173:AL:SCAN
12157,1.844,30.5238,-87.69797,2013-10-01,2180:AL:SCAN
12158,0.7,32.608,-88.19743,2013-10-01,2114:AL:SCAN
12159,-1.192,32.41222,-85.91028,2013-10-01,2178:AL:SCAN
12160,1.435,31.10923,-87.55277,2013-10-01,2181:AL:SCAN
12161,0.067,31.01912,-85.03693,2013-10-01,2182:AL:SCAN
12162,-0.599,32.40392,-86.89137,2013-10-01,2176:AL:SCAN
12163,0.362,34.43333,-86.68333,2013-10-01,2056:AL:SCAN
12164,0.793,34.17973,-87.45618,2013-10-01,2179:AL:SCAN
12165,-0.773,32.43455,-85.74802,2013-10-01,2115:AL:SCAN
12168,-0.106,34.78333,-86.55,2013-10-08,2057:AL:SCAN
12169,0.191,34.89375,-86.60236,2013-10-08,2078:AL:SCAN
12170,0.549,32.28393,-86.05253,2013-10-08,2177:AL:SCAN
12171,2.493,34.19492,-86.79897,2013-10-08,2113:AL:SCAN
12172,1.042,33.10768,-88.31003,2013-10-08,2174:AL:SCAN
12173,1.848,34.4448,-86.16557,2013-10-08,2055:AL:SCAN
12174,-0.412,34.81982,-87.98685,2013-10-08,2173:AL:SCAN
12175,0.262,30.5238,-87.69797,2013-10-08,2180:AL:SCAN
12176,0.261,32.608,-88.19743,2013-10-08,2114:AL:SCAN
12177,-0.62,32.41222,-85.91028,2013-10-08,2178:AL:SCAN
12178,1.375,31.10923,-87.55277,2013-10-08,2181:AL:SCAN
12179,0.291,31.01912,-85.03693,2013-10-08,2182:AL:SCAN
12180,0.501,32.40392,-86.89137,2013-10-08,2176:AL:SCAN
12181,-0.576,34.43333,-86.68333,2013-10-08,2056:AL:SCAN
12182,0.101,34.17973,-87.45618,2013-10-08,2179:AL:SCAN
12183,-0.295,32.43455,-85.74802,2013-10-08,2115:AL:SCAN
12184,0.823,33.33168,-85.51818,2013-10-08,2175:AL:SCAN
12185,0.486,34.9,-86.53333,2013-10-08,2053:AL:SCAN
12186,-0.089,34.78333,-86.55,2013-10-15,2057:AL:SCAN
12187,-0.157,34.89375,-86.60236,2013-10-15,2078:AL:SCAN
12188,0.657,32.28393,-86.05253,2013-10-15,2177:AL:SCAN
12189,-0.46,34.19492,-86.79897,2013-10-15,2113:AL:SCAN
12190,0.991,33.10768,-88.31003,2013-10-15,2174:AL:SCAN
12192,0.194,34.81982,-87.98685,2013-10-15,2173:AL:SCAN
12193,0.819,30.5238,-87.69797,2013-10-15,2180:AL:SCAN
12194,1.189,32.608,-88.19743,2013-10-15,2114:AL:SCAN
12195,0.982,32.41222,-85.91028,2013-10-15,2178:AL:SCAN
12196,1.59,31.10923,-87.55277,2013-10-15,2181:AL:SCAN
12197,0.706,31.01912,-85.03693,2013-10-15,2182:AL:SCAN
12198,0.888,32.40392,-86.89137,2013-10-15,2176:AL:SCAN
12199,-0.243,34.43333,-86.68333,2013-10-15,2056:AL:SCAN
12200,-0.773,34.17973,-87.45618,2013-10-15,2179:AL:SCAN
12201,0.365,32.43455,-85.74802,2013-10-15,2115:AL:SCAN
12202,2.264,33.33168,-85.51818,2013-10-15,2175:AL:SCAN
12203,-0.202,34.9,-86.53333,2013-10-15,2053:AL:SCAN
12204,0.206,34.78333,-86.55,2013-10-22,2057:AL:SCAN
12205,0.627,34.89375,-86.60236,2013-10-22,2078:AL:SCAN
12206,2.187,32.28393,-86.05253,2013-10-22,2177:AL:SCAN
12208,0.917,33.10768,-88.31003,2013-10-22,2174:AL:SCAN
12209,1.47,34.4448,-86.16557,2013-10-22,2055:AL:SCAN
12210,0.624,34.81982,-87.98685,2013-10-22,2173:AL:SCAN
12211,0.802,30.5238,-87.69797,2013-10-22,2180:AL:SCAN
12212,1.609,32.608,-88.19743,2013-10-22,2114:AL:SCAN
12215,1.076,31.01912,-85.03693,2013-10-22,2182:AL:SCAN
12216,2.038,32.40392,-86.89137,2013-10-22,2176:AL:SCAN
12217,-0.407,34.43333,-86.68333,2013-10-22,2056:AL:SCAN
12218,0.361,34.17973,-87.45618,2013-10-22,2179:AL:SCAN
12221,0.773,34.9,-86.53333,2013-10-22,2053:AL:SCAN
12222,1.508,34.78333,-86.55,2013-10-29,2057:AL:SCAN
12223,2.527,34.89375,-86.60236,2013-10-29,2078:AL:SCAN
12224,-0.435,32.28393,-86.05253,2013-10-29,2177:AL:SCAN
12225,0.836,34.19492,-86.79897,2013-10-29,2113:AL:SCAN
12226,-0.857,33.10768,-88.31003,2013-10-29,2174:AL:SCAN
12227,1.253,34.4448,-86.16557,2013-10-29,2055:AL:SCAN
12228,1.106,34.81982,-87.98685,2013-10-29,2173:AL:SCAN
12229,-0.184,30.5238,-87.69797,2013-10-29,2180:AL:SCAN
12230,0.488,32.608,-88.19743,2013-10-29,2114:AL:SCAN
12231,0.019,32.41222,-85.91028,2013-10-29,2178:AL:SCAN
12232,0.3,31.10923,-87.55277,2013-10-29,2181:AL:SCAN
12233,0.268,31.01912,-85.03693,2013-10-29,2182:AL:SCAN
12234,1.23,32.40392,-86.89137,2013-10-29,2176:AL:SCAN
12235,0.515,34.43333,-86.68333,2013-10-29,2056:AL:SCAN
12236,0.81,34.17973,-87.45618,2013-10-29,2179:AL:SCAN
12237,-0.296,32.43455,-85.74802,2013-10-29,2115:AL:SCAN
12238,-0.393,33.33168,-85.51818,2013-10-29,2175:AL:SCAN
12239,2.158,34.9,-86.53333,2013-10-29,2053:AL:SCAN
12240,1.556,34.78333,-86.55,2013-11-05,2057:AL:SCAN
12241,1.464,34.89375,-86.60236,2013-11-05,2078:AL:SCAN
12242,-0.222,32.28393,-86.05253,2013-11-05,2177:AL:SCAN
12243,-0.323,34.19492,-86.79897,2013-11-05,2113:AL:SCAN
12244,-0.381,33.10768,-88.31003,2013-11-05,2174:AL:SCAN
12245,0.359,34.4448,-86.16557,2013-11-05,2055:AL:SCAN
12246,1.476,34.81982,-87.98685,2013-11-05,2173:AL:SCAN
12247,1.092,30.5238,-87.69797,2013-11-05,2180:AL:SCAN
12248,0.033,32.608,-88.19743,2013-11-05,2114:AL:SCAN
12249,0.012,32.41222,-85.91028,2013-11-05,2178:AL:SCAN
12250,-0.477,31.10923,-87.55277,2013-11-05,2181:AL:SCAN
12251,0.885,31.01912,-85.03693,2013-11-05,2182:AL:SCAN
12252,-0.363,32.40392,-86.89137,2013-11-05,2176:AL:SCAN
12253,-0.87,34.43333,-86.68333,2013-11-05,2056:AL:SCAN
12254,-0.007,34.17973,-87.45618,2013-11-05,2179:AL:SCAN
12255,0.739,32.43455,-85.74802,2013-11-05,2115:AL:SCAN
12256,-0.285,33.33168,-85.51818,2013-11-05,2175:AL:SCAN
12257,1.944,34.9,-86.53333,2013-11-05,2053:AL:SCAN
12258,-0.326,34.78333,-86.55,2013-11-12,2057:AL:SCAN
12259,0.445,34.89375,-86.60236,2013-11-12,2078:AL:SCAN
12260,-0.427,32.28393,-86.05253,2013-11-12,2177:AL:SCAN
12261,0.342,34.19492,-86.79897,2013-11-12,2113:AL:SCAN
12262,-0.06,33.10768,-88.31003,2013-11-12,2174:AL:SCAN
12263,0.11,34.4448,-86.16557,2013-11-12,2055:AL:SCAN
12264,0.129,34.81982,-87.98685,2013-11-12,2173:AL:SCAN
12265,0.246,30.5238,-87.69797,2013-11-12,2180:AL:SCAN
12266,-0.035,32.608,-88.19743,2013-11-12,2114:AL:SCAN
12267,-1.285,32.41222,-85.91028,2013-11-12,2178:AL:SCAN
12268,0.157,31.10923,-87.55277,2013-11-12,2181:AL:SCAN
12269,1.107,31.01912,-85.03693,2013-11-12,2182:AL:SCAN
12270,0.088,32.40392,-86.89137,2013-11-12,2176:AL:SCAN
12271,-0.299,34.43333,-86.68333,2013-11-12,2056:AL:SCAN
12272,0.292,34.17973,-87.45618,2013-11-12,2179:AL:SCAN
12273,0.087,32.43455,-85.74802,2013-11-12,2115:AL:SCAN
12274,-0.508,33.33168,-85.51818,2013-11-12,2175:AL:SCAN
12275,-0.589,34.9,-86.53333,2013-11-12,2053:AL:SCAN
12276,-0.839,34.78333,-86.55,2013-11-19,2057:AL:SCAN
12277,-0.79,34.89375,-86.60236,2013-11-19,2078:AL:SCAN
12278,-1.375,32.28393,-86.05253,2013-11-19,2177:AL:SCAN
12279,-0.871,34.19492,-86.79897,2013-11-19,2113:AL:SCAN
12280,-1.275,33.10768,-88.31003,2013-11-19,2174:AL:SCAN
12281,-0.248,34.4448,-86.16557,2013-11-19,2055:AL:SCAN
12282,-0.328,34.81982,-87.98685,2013-11-19,2173:AL:SCAN
12283,-1.443,30.5238,-87.69797,2013-11-19,2180:AL:SCAN
12284,-1.573,32.608,-88.19743,2013-11-19,2114:AL:SCAN
12285,-1.86,32.41222,-85.91028,2013-11-19,2178:AL:SCAN
12286,-0.345,31.10923,-87.55277,2013-11-19,2181:AL:SCAN
12287,0.865,31.01912,-85.03693,2013-11-19,2182:AL:SCAN
12288,-2.102,32.40392,-86.89137,2013-11-19,2176:AL:SCAN
12289,-1.068,34.43333,-86.68333,2013-11-19,2056:AL:SCAN
12290,-0.999,34.17973,-87.45618,2013-11-19,2179:AL:SCAN
12291,-0.956,32.43455,-85.74802,2013-11-19,2115:AL:SCAN
12292,0.051,33.33168,-85.51818,2013-11-19,2175:AL:SCAN
12293,-0.864,34.9,-86.53333,2013-11-19,2053:AL:SCAN
12294,-2.518,34.78333,-86.55,2013-11-26,2057:AL:SCAN
12295,-1.035,34.89375,-86.60236,2013-11-26,2078:AL:SCAN
12296,-0.961,32.28393,-86.05253,2013-11-26,2177:AL:SCAN
12297,-2.058,34.19492,-86.79897,2013-11-26,2113:AL:SCAN
12298,-0.964,33.10768,-88.31003,2013-11-26,2174:AL:SCAN
12299,-0.642,34.4448,-86.16557,2013-11-26,2055:AL:SCAN
12300,-1.211,34.81982,-87.98685,2013-11-26,2173:AL:SCAN
12301,-0.935,30.5238,-87.69797,2013-11-26,2180:AL:SCAN
12302,-1.346,32.608,-88.19743,2013-11-26,2114:AL:SCAN
12303,-3.306,32.41222,-85.91028,2013-11-26,2178:AL:SCAN
12304,-0.294,31.10923,-87.55277,2013-11-26,2181:AL:SCAN
12305,0.714,31.01912,-85.03693,2013-11-26,2182:AL:SCAN
12306,-1.924,32.40392,-86.89137,2013-11-26,2176:AL:SCAN
12307,-1.47,34.43333,-86.68333,2013-11-26,2056:AL:SCAN
12308,-1.081,34.17973,-87.45618,2013-11-26,2179:AL:SCAN
12309,-2.995,32.43455,-85.74802,2013-11-26,2115:AL:SCAN
12310,0.336,33.33168,-85.51818,2013-11-26,2175:AL:SCAN
12311,-1.775,34.9,-86.53333,2013-11-26,2053:AL:SCAN
12312,0.361,34.78333,-86.55,2013-12-03,2057:AL:SCAN
12313,0.286,34.89375,-86.60236,2013-12-03,2078:AL:SCAN
12314,1.764,32.28393,-86.05253,2013-12-03,2177:AL:SCAN
12315,0.509,34.19492,-86.79897,2013-12-03,2113:AL:SCAN
12316,1.183,33.10768,-88.31003,2013-12-03,2174:AL:SCAN
12317,1.11,34.4448,-86.16557,2013-12-03,2055:AL:SCAN
12318,0.149,34.81982,-87.98685,2013-12-03,2173:AL:SCAN
12319,0.684,30.5238,-87.69797,2013-12-03,2180:AL:SCAN
12320,1.486,32.608,-88.19743,2013-12-03,2114:AL:SCAN
12321,1.442,32.41222,-85.91028,2013-12-03,2178:AL:SCAN
12322,0.312,31.10923,-87.55277,2013-12-03,2181:AL:SCAN
12323,1.03,31.01912,-85.03693,2013-12-03,2182:AL:SCAN
12324,0.976,32.40392,-86.89137,2013-12-03,2176:AL:SCAN
12325,0.788,34.43333,-86.68333,2013-12-03,2056:AL:SCAN
12326,1.301,34.17973,-87.45618,2013-12-03,2179:AL:SCAN
12327,0.826,32.43455,-85.74802,2013-12-03,2115:AL:SCAN
12328,0.294,33.33168,-85.51818,2013-12-03,2175:AL:SCAN
12329,-0.504,34.9,-86.53333,2013-12-03,2053:AL:SCAN
12330,0.949,34.78333,-86.55,2013-12-10,2057:AL:SCAN
12331,-0.112,34.89375,-86.60236,2013-12-10,2078:AL:SCAN
12333,2.102,34.19492,-86.79897,2013-12-10,2113:AL:SCAN
12334,1.556,33.10768,-88.31003,2013-12-10,2174:AL:SCAN
12336,1.162,34.81982,-87.98685,2013-12-10,2173:AL:SCAN
12337,-0.135,30.5238,-87.69797,2013-12-10,2180:AL:SCAN
12343,0.966,34.43333,-86.68333,2013-12-10,2056:AL:SCAN
12344,2.196,34.17973,-87.45618,2013-12-10,2179:AL:SCAN
12347,-0.466,34.9,-86.53333,2013-12-10,2053:AL:SCAN
12348,0.277,34.78333,-86.55,2013-12-17,2057:AL:SCAN
12349,-0.345,34.89375,-86.60236,2013-12-17,2078:AL:SCAN
12350,0.007,32.28393,-86.05253,2013-12-17,2177:AL:SCAN
12351,0.268,34.19492,-86.79897,2013-12-17,2113:AL:SCAN
12352,0.688,33.10768,-88.31003,2013-12-17,2174:AL:SCAN
12353,0.187,34.4448,-86.16557,2013-12-17,2055:AL:SCAN
12354,-0.171,34.81982,-87.98685,2013-12-17,2173:AL:SCAN
12355,0.281,30.5238,-87.69797,2013-12-17,2180:AL:SCAN
12356,0.645,32.608,-88.19743,2013-12-17,2114:AL:SCAN
12357,0.373,32.41222,-85.91028,2013-12-17,2178:AL:SCAN
12358,0.443,31.10923,-87.55277,2013-12-17,2181:AL:SCAN
12359,0.003,31.01912,-85.03693,2013-12-17,2182:AL:SCAN
12360,0.46,32.40392,-86.89137,2013-12-17,2176:AL:SCAN
12361,0.113,34.43333,-86.68333,2013-12-17,2056:AL:SCAN
12362,-0.125,34.17973,-87.45618,2013-12-17,2179:AL:SCAN
12363,0.304,32.43455,-85.74802,2013-12-17,2115:AL:SCAN
12364,0.278,33.33168,-85.51818,2013-12-17,2175:AL:SCAN
12365,-0.438,34.9,-86.53333,2013-12-17,2053:AL:SCAN
12366,-0.391,34.78333,-86.55,2013-12-24,2057:AL:SCAN
12367,0.428,34.89375,-86.60236,2013-12-24,2078:AL:SCAN
12368,-0.452,32.28393,-86.05253,2013-12-24,2177:AL:SCAN
12369,-0.158,34.19492,-86.79897,2013-12-24,2113:AL:SCAN
12370,-0.404,33.10768,-88.31003,2013-12-24,2174:AL:SCAN
12371,-0.731,34.4448,-86.16557,2013-12-24,2055:AL:SCAN
12372,-1.367,34.81982,-87.98685,2013-12-24,2173:AL:SCAN
12373,-0.449,30.5238,-87.69797,2013-12-24,2180:AL:SCAN
12374,-0.298,32.608,-88.19743,2013-12-24,2114:AL:SCAN
12375,-0.59,32.41222,-85.91028,2013-12-24,2178:AL:SCAN
12376,-0.733,31.10923,-87.55277,2013-12-24,2181:AL:SCAN
12377,0.009,31.01912,-85.03693,2013-12-24,2182:AL:SCAN
12378,-0.275,32.40392,-86.89137,2013-12-24,2176:AL:SCAN
12379,0.15,34.43333,-86.68333,2013-12-24,2056:AL:SCAN
12380,-0.369,34.17973,-87.45618,2013-12-24,2179:AL:SCAN
12381,-0.469,32.43455,-85.74802,2013-12-24,2115:AL:SCAN
12382,-0.088,33.33168,-85.51818,2013-12-24,2175:AL:SCAN
12383,0.01,34.9,-86.53333,2013-12-24,2053:AL:SCAN
12402,0.304,34.78333,-86.55,2014-01-01,2057:AL:SCAN
12403,0.683,34.89375,-86.60236,2014-01-01,2078:AL:SCAN
12404,0.827,32.28393,-86.05253,2014-01-01,2177:AL:SCAN
12405,0.209,34.19492,-86.79897,2014-01-01,2113:AL:SCAN
12406,1.206,33.10768,-88.31003,2014-01-01,2174:AL:SCAN
12407,1.4,34.4448,-86.16557,2014-01-01,2055:AL:SCAN
12408,0.751,34.81982,-87.98685,2014-01-01,2173:AL:SCAN
12411,0.253,32.41222,-85.91028,2014-01-01,2178:AL:SCAN
12415,0.078,34.43333,-86.68333,2014-01-01,2056:AL:SCAN
12416,0.716,34.17973,-87.45618,2014-01-01,2179:AL:SCAN
12417,1.487,32.43455,-85.74802,2014-01-01,2115:AL:SCAN
12418,1.307,33.33168,-85.51818,2014-01-01,2175:AL:SCAN
12419,1.169,34.9,-86.53333,2014-01-01,2053:AL:SCAN
12420,-0.464,34.78333,-86.55,2014-01-08,2057:AL:SCAN
12421,-1.914,34.89375,-86.60236,2014-01-08,2078:AL:SCAN
12422,-0.26,32.28393,-86.05253,2014-01-08,2177:AL:SCAN
12423,0.2,34.19492,-86.79897,2014-01-08,2113:AL:SCAN
12424,1.316,33.10768,-88.31003,2014-01-08,2174:AL:SCAN
12425,-0.604,34.4448,-86.16557,2014-01-08,2055:AL:SCAN
12426,-1.275,34.81982,-87.98685,2014-01-08,2173:AL:SCAN
12427,0.443,30.5238,-87.69797,2014-01-08,2180:AL:SCAN
12428,1.322,32.608,-88.19743,2014-01-08,2114:AL:SCAN
12429,0.366,32.41222,-85.91028,2014-01-08,2178:AL:SCAN
12430,1.002,31.10923,-87.55277,2014-01-08,2181:AL:SCAN
12431,0.226,31.01912,-85.03693,2014-01-08,2182:AL:SCAN
