,2inAllWeeksMean,4inAllWeeksMean,8inAllWeeksMean,20inAllWeeksMean,40inAllWeeksMean,2inAllWeeksSTDev,4inAllWeeksSTDev,8inAllWeeksSTDev,20inAllWeeksSTDev,40inAllWeeksSTDev
0,23.20925236338783,25.012985757290174,28.175167121176163,31.667915765155513,35.19957233133811,6.599691583396604,5.802234821495529,4.829635639752871,4.466825189448471,5.998596565713606
