Date,ESI,station
11/25/2004,0.40488642,2173:AL:SCAN
11/25/2004,-9999,2180:AL:SCAN
11/25/2004,-9999,2114:AL:SCAN
11/25/2004,-9999,2178:AL:SCAN
11/25/2004,-9999,2181:AL:SCAN
11/25/2004,-9999,2182:AL:SCAN
11/25/2004,-9999,2176:AL:SCAN
11/25/2004,-1.7625694,2056:AL:SCAN
11/25/2004,1.5364766,2179:AL:SCAN
11/25/2004,-9999,2115:AL:SCAN
11/25/2004,-9999,2175:AL:SCAN
11/25/2004,-9999,2053:AL:SCAN
12/2/2004,1.2312683,2057:AL:SCAN
12/2/2004,-0.95052224,2078:AL:SCAN
12/2/2004,0.32656693,2177:AL:SCAN
12/2/2004,1.4118212,2113:AL:SCAN
12/2/2004,1.1904151,2174:AL:SCAN
12/2/2004,-0.22479035,2055:AL:SCAN
12/2/2004,0.7713759,2173:AL:SCAN
12/2/2004,0.042391572,2180:AL:SCAN
12/2/2004,1.6574329,2114:AL:SCAN
12/2/2004,-0.06287178,2178:AL:SCAN
12/2/2004,0.46628037,2181:AL:SCAN
12/2/2004,1.8344034,2182:AL:SCAN
12/2/2004,-0.03834133,2176:AL:SCAN
12/2/2004,-0.15959795,2056:AL:SCAN
12/2/2004,1.2926123,2179:AL:SCAN
12/2/2004,0.68745494,2115:AL:SCAN
12/2/2004,0.7531939,2175:AL:SCAN
12/2/2004,1.4606272,2053:AL:SCAN
12/9/2004,1.77684,2057:AL:SCAN
12/9/2004,-0.9262134,2078:AL:SCAN
12/9/2004,1.8747087,2177:AL:SCAN
12/9/2004,0.6878576,2113:AL:SCAN
12/9/2004,-1.1268947,2174:AL:SCAN
12/9/2004,1.1228932,2055:AL:SCAN
12/9/2004,-0.4086555,2173:AL:SCAN
12/9/2004,-9999,2180:AL:SCAN
12/9/2004,1.216917,2114:AL:SCAN
12/9/2004,0.9646574,2178:AL:SCAN
12/9/2004,0.64981157,2181:AL:SCAN
12/9/2004,2.618836,2182:AL:SCAN
12/9/2004,0.61644685,2176:AL:SCAN
12/9/2004,0.777015,2056:AL:SCAN
12/9/2004,-0.64118075,2179:AL:SCAN
12/9/2004,0.53709817,2115:AL:SCAN
12/9/2004,-9999,2175:AL:SCAN
12/9/2004,0.2567189,2053:AL:SCAN
12/16/2004,0.12677199,2057:AL:SCAN
12/16/2004,0.23409383,2078:AL:SCAN
12/16/2004,-0.53537315,2177:AL:SCAN
12/16/2004,-0.42559317,2113:AL:SCAN
12/16/2004,-0.34449568,2174:AL:SCAN
12/16/2004,-0.8615348,2055:AL:SCAN
12/16/2004,-0.8531642,2173:AL:SCAN
12/16/2004,-1.0305604,2180:AL:SCAN
12/16/2004,-0.58688384,2114:AL:SCAN
12/16/2004,-0.82584774,2178:AL:SCAN
12/16/2004,0.042726915,2181:AL:SCAN
12/16/2004,-1.340377,2182:AL:SCAN
12/16/2004,-0.55745625,2176:AL:SCAN
12/16/2004,-0.33187822,2056:AL:SCAN
12/16/2004,-0.5286245,2179:AL:SCAN
12/16/2004,-1.0222776,2115:AL:SCAN
12/16/2004,-1.4527767,2175:AL:SCAN
12/16/2004,-0.18028761,2053:AL:SCAN
12/23/2004,-0.22096564,2057:AL:SCAN
12/23/2004,-0.008567558,2078:AL:SCAN
12/23/2004,0.6849475,2177:AL:SCAN
12/23/2004,0.15262713,2113:AL:SCAN
12/23/2004,-0.4487758,2174:AL:SCAN
12/23/2004,0.02598539,2055:AL:SCAN
12/23/2004,-0.65427476,2173:AL:SCAN
12/23/2004,-1.4215922,2180:AL:SCAN
12/23/2004,-0.09719045,2114:AL:SCAN
12/23/2004,0.6678134,2178:AL:SCAN
12/23/2004,-0.4032869,2181:AL:SCAN
12/23/2004,-0.39338213,2182:AL:SCAN
12/23/2004,1.0362267,2176:AL:SCAN
12/23/2004,-0.0642304,2056:AL:SCAN
12/23/2004,-0.043224663,2179:AL:SCAN
12/23/2004,0.39636582,2115:AL:SCAN
12/23/2004,0.07371397,2175:AL:SCAN
12/23/2004,0.09250747,2053:AL:SCAN
12/30/2004,-9999,2057:AL:SCAN
12/30/2004,-9999,2078:AL:SCAN
12/30/2004,-9999,2177:AL:SCAN
12/30/2004,-9999,2113:AL:SCAN
12/30/2004,-9999,2174:AL:SCAN
12/30/2004,-9999,2055:AL:SCAN
12/30/2004,-9999,2173:AL:SCAN
12/30/2004,-9999,2180:AL:SCAN
12/30/2004,-9999,2114:AL:SCAN
12/30/2004,-9999,2178:AL:SCAN
12/30/2004,-9999,2181:AL:SCAN
12/30/2004,-9999,2182:AL:SCAN
12/30/2004,-9999,2176:AL:SCAN
12/30/2004,-9999,2056:AL:SCAN
12/30/2004,-9999,2179:AL:SCAN
12/30/2004,-9999,2115:AL:SCAN
12/30/2004,-9999,2175:AL:SCAN
12/30/2004,-9999,2053:AL:SCAN
1/1/2005,1.1714475,2057:AL:SCAN
1/1/2005,1.3497719,2078:AL:SCAN
1/1/2005,0.7818526,2177:AL:SCAN
1/1/2005,0.86702865,2113:AL:SCAN
1/1/2005,0.82602173,2174:AL:SCAN
1/1/2005,0.025520552,2055:AL:SCAN
1/1/2005,1.6953834,2173:AL:SCAN
1/1/2005,0.7667905,2180:AL:SCAN
1/1/2005,0.92102987,2114:AL:SCAN
1/1/2005,0.44778803,2178:AL:SCAN
1/1/2005,0.71039623,2181:AL:SCAN
1/1/2005,0.6295131,2182:AL:SCAN
1/1/2005,0.13161479,2176:AL:SCAN
1/1/2005,0.65510166,2056:AL:SCAN
1/1/2005,0.7170967,2179:AL:SCAN
1/1/2005,0.41010964,2115:AL:SCAN
1/1/2005,0.14884397,2175:AL:SCAN
1/1/2005,1.2447898,2053:AL:SCAN
1/8/2005,-9999,2057:AL:SCAN
1/8/2005,0.04661642,2078:AL:SCAN
1/8/2005,2.3233807,2177:AL:SCAN
1/8/2005,0.156121,2113:AL:SCAN
1/8/2005,-9999,2174:AL:SCAN
1/8/2005,-9999,2055:AL:SCAN
1/8/2005,-9999,2173:AL:SCAN
1/8/2005,1.0412519,2180:AL:SCAN
1/8/2005,-9999,2114:AL:SCAN
1/8/2005,-9999,2178:AL:SCAN
1/8/2005,0.50554013,2181:AL:SCAN
1/8/2005,0.8685313,2182:AL:SCAN
1/8/2005,-9999,2176:AL:SCAN
1/8/2005,-9999,2056:AL:SCAN
1/8/2005,1.0190121,2179:AL:SCAN
1/8/2005,0.7499179,2115:AL:SCAN
1/8/2005,-9999,2175:AL:SCAN
1/8/2005,-0.0356974,2053:AL:SCAN
1/15/2005,1.0773394,2057:AL:SCAN
1/15/2005,1.0484886,2078:AL:SCAN
1/15/2005,0.3596438,2177:AL:SCAN
1/15/2005,0.23332705,2113:AL:SCAN
1/15/2005,-0.67120695,2174:AL:SCAN
1/15/2005,-0.1268614,2055:AL:SCAN
1/15/2005,-0.78257143,2173:AL:SCAN
1/15/2005,1.1305345,2180:AL:SCAN
1/15/2005,-0.8491337,2114:AL:SCAN
1/15/2005,-1.3059348,2178:AL:SCAN
1/15/2005,-9999,2181:AL:SCAN
1/15/2005,-0.26390094,2182:AL:SCAN
1/15/2005,-0.3467141,2176:AL:SCAN
1/15/2005,-1.4339396,2056:AL:SCAN
1/15/2005,0.07460385,2179:AL:SCAN
1/15/2005,-1.0865508,2115:AL:SCAN
1/15/2005,-0.7523643,2175:AL:SCAN
1/15/2005,2.082051,2053:AL:SCAN
1/22/2005,0.45337945,2057:AL:SCAN
1/22/2005,0.2358204,2078:AL:SCAN
1/22/2005,-0.17288142,2177:AL:SCAN
1/22/2005,0.65783125,2113:AL:SCAN
1/22/2005,0.5013986,2174:AL:SCAN
1/22/2005,0.020207545,2055:AL:SCAN
1/22/2005,-0.014201571,2173:AL:SCAN
1/22/2005,-1.8194795,2180:AL:SCAN
1/22/2005,0.27482402,2114:AL:SCAN
1/22/2005,-0.83345187,2178:AL:SCAN
1/22/2005,-0.75304466,2181:AL:SCAN
1/22/2005,-0.12667811,2182:AL:SCAN
1/22/2005,-0.2619989,2176:AL:SCAN
1/22/2005,0.015626824,2056:AL:SCAN
1/22/2005,1.3304322,2179:AL:SCAN
1/22/2005,-0.41430077,2115:AL:SCAN
1/22/2005,0.15715587,2175:AL:SCAN
1/22/2005,0.49883607,2053:AL:SCAN
1/29/2005,-1.1991465,2057:AL:SCAN
1/29/2005,-1.6368243,2078:AL:SCAN
1/29/2005,-0.6076642,2177:AL:SCAN
1/29/2005,-0.18153651,2113:AL:SCAN
1/29/2005,-1.2229018,2174:AL:SCAN
1/29/2005,0.501357,2055:AL:SCAN
1/29/2005,-1.4061615,2173:AL:SCAN
1/29/2005,-0.19900149,2180:AL:SCAN
1/29/2005,-0.22141151,2114:AL:SCAN
1/29/2005,-0.5251156,2178:AL:SCAN
1/29/2005,-0.28018847,2181:AL:SCAN
1/29/2005,-0.14847425,2182:AL:SCAN
1/29/2005,-0.5955159,2176:AL:SCAN
1/29/2005,-1.801067,2056:AL:SCAN
1/29/2005,-1.171659,2179:AL:SCAN
1/29/2005,-0.59660155,2115:AL:SCAN
1/29/2005,-0.034860585,2175:AL:SCAN
1/29/2005,-1.2568926,2053:AL:SCAN
2/5/2005,1.0547159,2057:AL:SCAN
2/5/2005,0.90426517,2078:AL:SCAN
2/5/2005,0.8879168,2177:AL:SCAN
2/5/2005,0.42811108,2113:AL:SCAN
2/5/2005,0.84274477,2174:AL:SCAN
2/5/2005,0.77689993,2055:AL:SCAN
2/5/2005,0.6058051,2173:AL:SCAN
2/5/2005,0.40990835,2180:AL:SCAN
2/5/2005,0.86565286,2114:AL:SCAN
2/5/2005,0.6961678,2178:AL:SCAN
2/5/2005,1.9281881,2181:AL:SCAN
2/5/2005,1.0334525,2182:AL:SCAN
2/5/2005,1.1215276,2176:AL:SCAN
2/5/2005,0.23111509,2056:AL:SCAN
2/5/2005,0.48909435,2179:AL:SCAN
2/5/2005,0.76719534,2115:AL:SCAN
2/5/2005,0.003831288,2175:AL:SCAN
2/5/2005,0.6356846,2053:AL:SCAN
2/12/2005,-0.32019505,2057:AL:SCAN
2/12/2005,0.006033631,2078:AL:SCAN
2/12/2005,0.22209421,2177:AL:SCAN
2/12/2005,-0.23729414,2113:AL:SCAN
2/12/2005,-0.8717177,2174:AL:SCAN
2/12/2005,0.23230098,2055:AL:SCAN
2/12/2005,-1.4585074,2173:AL:SCAN
2/12/2005,-1.0756507,2180:AL:SCAN
2/12/2005,-0.4265202,2114:AL:SCAN
2/12/2005,-0.18806869,2178:AL:SCAN
2/12/2005,-0.03280087,2181:AL:SCAN
2/12/2005,0.1515934,2182:AL:SCAN
2/12/2005,-0.7522446,2176:AL:SCAN
2/12/2005,-0.45463696,2056:AL:SCAN
2/12/2005,-0.18793926,2179:AL:SCAN
2/12/2005,-0.4918139,2115:AL:SCAN
2/12/2005,-0.43412355,2175:AL:SCAN
2/12/2005,-0.035539135,2053:AL:SCAN
2/19/2005,0.07652302,2057:AL:SCAN
2/19/2005,-0.34280115,2078:AL:SCAN
2/19/2005,1.2930601,2177:AL:SCAN
2/19/2005,-1.3367978,2113:AL:SCAN
2/19/2005,0.7248661,2174:AL:SCAN
2/19/2005,-0.29028663,2055:AL:SCAN
2/19/2005,-0.8583275,2173:AL:SCAN
2/19/2005,-0.5152582,2180:AL:SCAN
2/19/2005,2.308671,2114:AL:SCAN
2/19/2005,0.6769294,2178:AL:SCAN
2/19/2005,-0.49591944,2181:AL:SCAN
2/19/2005,0.30275598,2182:AL:SCAN
2/19/2005,1.7504957,2176:AL:SCAN
2/19/2005,-0.83343667,2056:AL:SCAN
2/19/2005,-2.719688,2179:AL:SCAN
2/19/2005,0.041163158,2115:AL:SCAN
2/19/2005,0.07724319,2175:AL:SCAN
2/19/2005,-0.5806058,2053:AL:SCAN
2/26/2005,1.8064309,2057:AL:SCAN
2/26/2005,1.5030524,2078:AL:SCAN
2/26/2005,1.9639518,2177:AL:SCAN
2/26/2005,0.46521106,2113:AL:SCAN
2/26/2005,2.978582,2174:AL:SCAN
2/26/2005,0.6644663,2055:AL:SCAN
2/26/2005,1.3507649,2173:AL:SCAN
2/26/2005,1.2738044,2180:AL:SCAN
2/26/2005,-9999,2114:AL:SCAN
2/26/2005,0.14893737,2178:AL:SCAN
2/26/2005,0.099330395,2181:AL:SCAN
2/26/2005,-0.65939,2182:AL:SCAN
2/26/2005,1.3049017,2176:AL:SCAN
2/26/2005,1.7026316,2056:AL:SCAN
2/26/2005,1.1873925,2179:AL:SCAN
2/26/2005,0.92731446,2115:AL:SCAN
2/26/2005,-9999,2175:AL:SCAN
2/26/2005,1.2148879,2053:AL:SCAN
3/5/2005,-0.057264138,2057:AL:SCAN
3/5/2005,-0.27478242,2078:AL:SCAN
3/5/2005,-0.5250968,2177:AL:SCAN
3/5/2005,0.4151414,2113:AL:SCAN
3/5/2005,0.46750435,2174:AL:SCAN
3/5/2005,0.71695274,2055:AL:SCAN
3/5/2005,-0.58701956,2173:AL:SCAN
3/5/2005,0.5449294,2180:AL:SCAN
3/5/2005,-0.94342583,2114:AL:SCAN
3/5/2005,-0.71625453,2178:AL:SCAN
3/5/2005,0.2766644,2181:AL:SCAN
3/5/2005,1.2416165,2182:AL:SCAN
3/5/2005,0.44867083,2176:AL:SCAN
3/5/2005,0.50267416,2056:AL:SCAN
3/5/2005,-0.33968064,2179:AL:SCAN
3/5/2005,-0.4956153,2115:AL:SCAN
3/5/2005,-0.16292743,2175:AL:SCAN
3/5/2005,0.011058793,2053:AL:SCAN
3/12/2005,-0.22139408,2057:AL:SCAN
3/12/2005,-2.0028687,2078:AL:SCAN
3/12/2005,0.031678427,2177:AL:SCAN
3/12/2005,-1.9506158,2113:AL:SCAN
3/12/2005,-2.0636384,2174:AL:SCAN
3/12/2005,-1.7768761,2055:AL:SCAN
3/12/2005,-2.0533566,2173:AL:SCAN
3/12/2005,-0.01571905,2180:AL:SCAN
3/12/2005,-2.3167021,2114:AL:SCAN
3/12/2005,-0.79589134,2178:AL:SCAN
3/12/2005,0.27087206,2181:AL:SCAN
3/12/2005,-0.91669405,2182:AL:SCAN
3/12/2005,-1.7419251,2176:AL:SCAN
3/12/2005,-0.04512116,2056:AL:SCAN
3/12/2005,-2.3856547,2179:AL:SCAN
3/12/2005,-2.2855277,2115:AL:SCAN
3/12/2005,-0.3894877,2175:AL:SCAN
3/12/2005,-0.9798297,2053:AL:SCAN
3/19/2005,-0.4500951,2057:AL:SCAN
3/19/2005,-0.22636978,2078:AL:SCAN
3/19/2005,-2.1422312,2177:AL:SCAN
3/19/2005,-2.010818,2113:AL:SCAN
3/19/2005,-0.92397445,2174:AL:SCAN
3/19/2005,-0.28610605,2055:AL:SCAN
3/19/2005,-2.5835242,2173:AL:SCAN
3/19/2005,-1.9265481,2180:AL:SCAN
3/19/2005,-2.5203936,2114:AL:SCAN
3/19/2005,-0.42681235,2178:AL:SCAN
3/19/2005,-0.47777945,2181:AL:SCAN
3/19/2005,-2.4962144,2182:AL:SCAN
3/19/2005,-2.4096541,2176:AL:SCAN
3/19/2005,-1.6997905,2056:AL:SCAN
3/19/2005,-2.427741,2179:AL:SCAN
3/19/2005,-2.1208181,2115:AL:SCAN
3/19/2005,-0.47716412,2175:AL:SCAN
3/19/2005,-0.22777437,2053:AL:SCAN
3/26/2005,1.0840341,2057:AL:SCAN
3/26/2005,1.1721613,2078:AL:SCAN
3/26/2005,0.3978244,2177:AL:SCAN
3/26/2005,-0.50891066,2113:AL:SCAN
3/26/2005,0.78725326,2174:AL:SCAN
3/26/2005,0.5790195,2055:AL:SCAN
3/26/2005,0.09103718,2173:AL:SCAN
3/26/2005,0.10440956,2180:AL:SCAN
3/26/2005,0.48757124,2114:AL:SCAN
3/26/2005,2.0536597,2178:AL:SCAN
3/26/2005,0.5288843,2181:AL:SCAN
3/26/2005,-0.106118694,2182:AL:SCAN
3/26/2005,0.2634249,2176:AL:SCAN
3/26/2005,0.46986023,2056:AL:SCAN
3/26/2005,-0.5609655,2179:AL:SCAN
3/26/2005,0.6802349,2115:AL:SCAN
3/26/2005,-9999,2175:AL:SCAN
3/26/2005,1.4253772,2053:AL:SCAN
4/2/2005,1.0224136,2057:AL:SCAN
4/2/2005,0.09134543,2078:AL:SCAN
4/2/2005,0.4875438,2177:AL:SCAN
4/2/2005,-0.85246944,2113:AL:SCAN
4/2/2005,-0.8087544,2174:AL:SCAN
4/2/2005,0.5017942,2055:AL:SCAN
4/2/2005,0.18154332,2173:AL:SCAN
4/2/2005,-1.3893185,2180:AL:SCAN
4/2/2005,-2.829046,2114:AL:SCAN
4/2/2005,1.8182682,2178:AL:SCAN
4/2/2005,-0.4248384,2181:AL:SCAN
4/2/2005,-1.0110993,2182:AL:SCAN
4/2/2005,-1.7967018,2176:AL:SCAN
4/2/2005,-0.5840528,2056:AL:SCAN
4/2/2005,-0.8301376,2179:AL:SCAN
4/2/2005,-9999,2115:AL:SCAN
4/2/2005,-9999,2175:AL:SCAN
4/2/2005,0.77382976,2053:AL:SCAN
4/9/2005,-0.025771266,2057:AL:SCAN
4/9/2005,0.366564,2078:AL:SCAN
4/9/2005,0.5508612,2177:AL:SCAN
4/9/2005,-0.033653744,2113:AL:SCAN
4/9/2005,0.012423825,2174:AL:SCAN
4/9/2005,-1.8442687,2055:AL:SCAN
4/9/2005,-0.31359622,2173:AL:SCAN
4/9/2005,-0.010296266,2180:AL:SCAN
4/9/2005,-0.04105157,2114:AL:SCAN
4/9/2005,0.23049751,2178:AL:SCAN
4/9/2005,-0.17531663,2181:AL:SCAN
4/9/2005,0.91836524,2182:AL:SCAN
4/9/2005,0.48878965,2176:AL:SCAN
4/9/2005,0.45051765,2056:AL:SCAN
4/9/2005,0.13062713,2179:AL:SCAN
4/9/2005,0.33314368,2115:AL:SCAN
4/9/2005,-1.2950954,2175:AL:SCAN
4/9/2005,0.29395327,2053:AL:SCAN
4/16/2005,-0.048558176,2057:AL:SCAN
4/16/2005,0.045603644,2078:AL:SCAN
4/16/2005,1.0892446,2177:AL:SCAN
4/16/2005,0.91205484,2113:AL:SCAN
4/16/2005,-0.07069052,2174:AL:SCAN
4/16/2005,0.2176577,2055:AL:SCAN
4/16/2005,0.038085286,2173:AL:SCAN
4/16/2005,0.79733366,2180:AL:SCAN
4/16/2005,-0.62098134,2114:AL:SCAN
4/16/2005,0.4264296,2178:AL:SCAN
4/16/2005,1.6008344,2181:AL:SCAN
4/16/2005,2.0120966,2182:AL:SCAN
4/16/2005,1.6308036,2176:AL:SCAN
4/16/2005,0.27429774,2056:AL:SCAN
4/16/2005,1.3103352,2179:AL:SCAN
4/16/2005,1.7409842,2115:AL:SCAN
4/16/2005,0.3703724,2175:AL:SCAN
4/16/2005,-0.18460655,2053:AL:SCAN
4/23/2005,-9999,2057:AL:SCAN
4/23/2005,0.0966197,2078:AL:SCAN
4/23/2005,0.9309971,2177:AL:SCAN
4/23/2005,0.074416324,2113:AL:SCAN
4/23/2005,0.5417984,2174:AL:SCAN
4/23/2005,0.9336835,2055:AL:SCAN
4/23/2005,0.40841427,2173:AL:SCAN
4/23/2005,-0.9918062,2180:AL:SCAN
4/23/2005,0.5077083,2114:AL:SCAN
4/23/2005,-0.12991466,2178:AL:SCAN
4/23/2005,0.42879272,2181:AL:SCAN
4/23/2005,1.0698205,2182:AL:SCAN
4/23/2005,-9999,2176:AL:SCAN
4/23/2005,0.74054205,2056:AL:SCAN
4/23/2005,0.9296919,2179:AL:SCAN
4/23/2005,0.34772372,2115:AL:SCAN
4/23/2005,0.28931427,2175:AL:SCAN
4/23/2005,-0.06744346,2053:AL:SCAN
4/30/2005,-2.5861793,2057:AL:SCAN
4/30/2005,-0.9514182,2078:AL:SCAN
4/30/2005,0.12141329,2177:AL:SCAN
4/30/2005,-2.4029732,2113:AL:SCAN
4/30/2005,-0.51006365,2174:AL:SCAN
4/30/2005,2.1974173,2055:AL:SCAN
4/30/2005,-1.1149594,2173:AL:SCAN
4/30/2005,-1.820401,2180:AL:SCAN
4/30/2005,-0.7634693,2114:AL:SCAN
4/30/2005,-0.314162,2178:AL:SCAN
4/30/2005,0.16785112,2181:AL:SCAN
4/30/2005,-0.5249617,2182:AL:SCAN
4/30/2005,-0.48623675,2176:AL:SCAN
4/30/2005,-2.4548907,2056:AL:SCAN
4/30/2005,-3.342744,2179:AL:SCAN
4/30/2005,-1.1380858,2115:AL:SCAN
4/30/2005,-0.19695552,2175:AL:SCAN
4/30/2005,0.000739831,2053:AL:SCAN
5/7/2005,0.99733573,2057:AL:SCAN
5/7/2005,0.8432297,2078:AL:SCAN
5/7/2005,-0.5410998,2177:AL:SCAN
5/7/2005,-1.5466024,2113:AL:SCAN
5/7/2005,0.16662197,2174:AL:SCAN
5/7/2005,-0.09653213,2055:AL:SCAN
5/7/2005,-0.71875113,2173:AL:SCAN
5/7/2005,0.4993186,2180:AL:SCAN
5/7/2005,-0.38313615,2114:AL:SCAN
5/7/2005,0.5291541,2178:AL:SCAN
5/7/2005,0.73067826,2181:AL:SCAN
5/7/2005,0.12959641,2182:AL:SCAN
5/7/2005,-1.1602601,2176:AL:SCAN
5/7/2005,0.30425885,2056:AL:SCAN
5/7/2005,-0.61228937,2179:AL:SCAN
5/7/2005,-0.16442451,2115:AL:SCAN
5/7/2005,0.7632503,2175:AL:SCAN
5/7/2005,0.06247402,2053:AL:SCAN
5/14/2005,-0.9534226,2057:AL:SCAN
5/14/2005,-9999,2078:AL:SCAN
5/14/2005,0.28214532,2177:AL:SCAN
5/14/2005,-0.5378745,2113:AL:SCAN
5/14/2005,0.33186874,2174:AL:SCAN
5/14/2005,-9999,2055:AL:SCAN
5/14/2005,-0.47917128,2173:AL:SCAN
5/14/2005,-9999,2180:AL:SCAN
5/14/2005,0.779685,2114:AL:SCAN
5/14/2005,-0.4752261,2178:AL:SCAN
5/14/2005,-0.31999046,2181:AL:SCAN
5/14/2005,0.56634706,2182:AL:SCAN
5/14/2005,-0.5032947,2176:AL:SCAN
5/14/2005,-0.5691441,2056:AL:SCAN
5/14/2005,-0.42591235,2179:AL:SCAN
5/14/2005,0.7369789,2115:AL:SCAN
5/14/2005,1.2180989,2175:AL:SCAN
5/14/2005,-0.72763264,2053:AL:SCAN
5/21/2005,0.58744437,2057:AL:SCAN
5/21/2005,0.29536402,2078:AL:SCAN
5/21/2005,1.088331,2177:AL:SCAN
5/21/2005,-0.13994384,2113:AL:SCAN
5/21/2005,-1.7648948,2174:AL:SCAN
5/21/2005,-9999,2055:AL:SCAN
5/21/2005,0.3274335,2173:AL:SCAN
5/21/2005,0.37676674,2180:AL:SCAN
5/21/2005,0.041256674,2114:AL:SCAN
5/21/2005,1.2154157,2178:AL:SCAN
5/21/2005,-0.47423813,2181:AL:SCAN
5/21/2005,0.46235287,2182:AL:SCAN
5/21/2005,0.072393805,2176:AL:SCAN
5/21/2005,0.716664,2056:AL:SCAN
5/21/2005,0.734954,2179:AL:SCAN
5/21/2005,0.40787816,2115:AL:SCAN
5/21/2005,0.94099593,2175:AL:SCAN
5/21/2005,0.49972978,2053:AL:SCAN
5/28/2005,0.6027003,2057:AL:SCAN
5/28/2005,0.36074984,2078:AL:SCAN
5/28/2005,-0.99985427,2177:AL:SCAN
5/28/2005,-1.0632961,2113:AL:SCAN
5/28/2005,-0.6597011,2174:AL:SCAN
5/28/2005,-9999,2055:AL:SCAN
5/28/2005,-0.72341603,2173:AL:SCAN
5/28/2005,-1.5893809,2180:AL:SCAN
5/28/2005,-0.55996245,2114:AL:SCAN
5/28/2005,-1.040065,2178:AL:SCAN
5/28/2005,-2.5320208,2181:AL:SCAN
5/28/2005,1.018993,2182:AL:SCAN
5/28/2005,-1.2682561,2176:AL:SCAN
5/28/2005,-0.1123888,2056:AL:SCAN
5/28/2005,-0.7014975,2179:AL:SCAN
5/28/2005,-2.0670433,2115:AL:SCAN
5/28/2005,1.1490369,2175:AL:SCAN
5/28/2005,-0.028972868,2053:AL:SCAN
6/4/2005,-9999,2057:AL:SCAN
6/4/2005,1.1235001,2078:AL:SCAN
6/4/2005,0.035045426,2177:AL:SCAN
6/4/2005,-9999,2113:AL:SCAN
6/4/2005,-0.09738994,2174:AL:SCAN
6/4/2005,-9999,2055:AL:SCAN
6/4/2005,-1.3104097,2173:AL:SCAN
6/4/2005,-9999,2180:AL:SCAN
6/4/2005,1.2496996,2114:AL:SCAN
6/4/2005,-0.2653864,2178:AL:SCAN
6/4/2005,-9999,2181:AL:SCAN
6/4/2005,0.12501569,2182:AL:SCAN
6/4/2005,0.63317883,2176:AL:SCAN
6/4/2005,-9999,2056:AL:SCAN
6/4/2005,1.2301947,2179:AL:SCAN
6/4/2005,-0.25861457,2115:AL:SCAN
6/4/2005,-9999,2175:AL:SCAN
6/4/2005,0.5547608,2053:AL:SCAN
6/11/2005,1.601553,2057:AL:SCAN
6/11/2005,-9999,2078:AL:SCAN
6/11/2005,0.444035,2177:AL:SCAN
6/11/2005,-9999,2113:AL:SCAN
6/11/2005,0.7184203,2174:AL:SCAN
6/11/2005,2.0967684,2055:AL:SCAN
6/11/2005,-9999,2173:AL:SCAN
6/11/2005,-9999,2180:AL:SCAN
6/11/2005,-0.20390508,2114:AL:SCAN
6/11/2005,0.95639336,2178:AL:SCAN
6/11/2005,1.4921197,2181:AL:SCAN
6/11/2005,-9999,2182:AL:SCAN
6/11/2005,-9999,2176:AL:SCAN
6/11/2005,-9999,2056:AL:SCAN
6/11/2005,0.7714592,2179:AL:SCAN
6/11/2005,0.82348937,2115:AL:SCAN
6/11/2005,-9999,2175:AL:SCAN
6/11/2005,-9999,2053:AL:SCAN
6/18/2005,0.3076384,2057:AL:SCAN
6/18/2005,-9999,2078:AL:SCAN
6/18/2005,-0.6976332,2177:AL:SCAN
6/18/2005,-0.42752683,2113:AL:SCAN
6/18/2005,0.013803126,2174:AL:SCAN
6/18/2005,0.7884435,2055:AL:SCAN
6/18/2005,-0.64340866,2173:AL:SCAN
6/18/2005,-9999,2180:AL:SCAN
6/18/2005,-0.22190392,2114:AL:SCAN
6/18/2005,-1.5155866,2178:AL:SCAN
6/18/2005,-0.85848564,2181:AL:SCAN
6/18/2005,-0.07083133,2182:AL:SCAN
6/18/2005,-0.25667816,2176:AL:SCAN
6/18/2005,-0.26090172,2056:AL:SCAN
6/18/2005,-0.28133792,2179:AL:SCAN
6/18/2005,-0.40456358,2115:AL:SCAN
6/18/2005,-9999,2175:AL:SCAN
6/18/2005,-9999,2053:AL:SCAN
6/25/2005,-0.16096976,2057:AL:SCAN
6/25/2005,-1.1738285,2078:AL:SCAN
6/25/2005,-1.0657904,2177:AL:SCAN
6/25/2005,0.50107133,2113:AL:SCAN
6/25/2005,-0.80984396,2174:AL:SCAN
6/25/2005,-0.7008329,2055:AL:SCAN
6/25/2005,-0.914121,2173:AL:SCAN
6/25/2005,0.37285912,2180:AL:SCAN
6/25/2005,-0.22024788,2114:AL:SCAN
6/25/2005,-0.6452614,2178:AL:SCAN
6/25/2005,-0.61774117,2181:AL:SCAN
6/25/2005,0.16370343,2182:AL:SCAN
6/25/2005,-0.66538155,2176:AL:SCAN
6/25/2005,0.9787454,2056:AL:SCAN
6/25/2005,0.23681809,2179:AL:SCAN
6/25/2005,-0.60405076,2115:AL:SCAN
6/25/2005,-0.59273136,2175:AL:SCAN
6/25/2005,-0.72046715,2053:AL:SCAN
7/2/2005,1.4701433,2057:AL:SCAN
7/2/2005,-9999,2078:AL:SCAN
7/2/2005,-9999,2177:AL:SCAN
7/2/2005,-9999,2113:AL:SCAN
7/2/2005,1.7453002,2174:AL:SCAN
7/2/2005,0.8420577,2055:AL:SCAN
7/2/2005,-1.6286659,2173:AL:SCAN
7/2/2005,0.657956,2180:AL:SCAN
7/2/2005,1.7860076,2114:AL:SCAN
7/2/2005,1.9232012,2178:AL:SCAN
