Date,ESI,station,week_x,week_y,2inANOM,4inANOM,8inANOM,20inANOM,40inANOM
2002-12-03,-1.738,2057:AL:SCAN,49,49,-1.5234310367802895,-2.6265424780247804,-3.2733776675050734,-2.8339424008545095,-1.8312861398027593
2002-12-10,1.201,2057:AL:SCAN,50,50,-0.7033162456981031,-2.4323950919404838,-3.0209487696253228,-2.5585987233709844,-2.1138163380351127
2002-12-17,0.335,2057:AL:SCAN,51,51,-0.8289464749355719,-2.1678075894781057,-2.9389327154700817,-2.5926609927565476,-1.6105326414387333
2002-12-24,-1.825,2057:AL:SCAN,52,52,-0.8614034112262352,-2.05193329650661,-2.786647992111155,-2.8228324418127113,-1.3803022986117928
2002-12-31,1.712,2057:AL:SCAN,1,1,-1.061323913118193,-1.810045902996908,-2.1556881580448204,-2.0257406493079104,-1.688100457984773
2003-01-01,1.259,2057:AL:SCAN,1,1,-1.036347667908321,-1.7562939899074708,-2.129500409617469,-2.0890120907230467,-1.8153442110991986
2003-01-08,0.891,2057:AL:SCAN,2,2,-1.2464985796195307,-1.9322987872786261,-3.000891339258183,-2.555375814991198,-1.624192009643142
2003-01-15,0.633,2057:AL:SCAN,3,3,-1.2541265628831102,-2.515966720527241,-2.9828229676312312,-2.530468886398175,-2.106793094132161
2003-01-22,1.696,2057:AL:SCAN,4,4,-0.9512160126962356,-2.2536973226219845,-3.048056823791999,-2.6643596002913705,-1.5600044397330797
2003-01-29,1.206,2057:AL:SCAN,5,5,-1.2201252974820749,-2.568646096599696,-3.055394535646992,-2.6560375667230565,-1.4266564404555406
2003-02-05,0.129,2057:AL:SCAN,6,6,-0.5830874308845279,-2.5014250276240824,-3.0130042710775844,-2.523454952869011,-1.581531888880473
2003-02-12,0.094,2057:AL:SCAN,7,7,-0.8584702722631411,-2.561322548815883,-3.153309224565368,-2.6544525209700263,-1.2541877646875434
2003-02-19,-0.317,2057:AL:SCAN,8,8,-0.9472548666025951,-2.755691679416339,-3.0748823034778425,-2.7187326703845907,-1.3448330312562766
2003-03-05,0.751,2057:AL:SCAN,10,10,-0.8012094989417231,-2.2435379663356794,-3.007653686297523,-2.807636985069349,-1.2894840262324023
2003-03-12,0.124,2057:AL:SCAN,11,11,-0.8227909208254237,-2.370521895030772,-3.120688287188854,-2.944624815097007,-1.2506412361202552
2003-03-19,-2.036,2057:AL:SCAN,12,12,-1.224556196549129,-2.5550150460757846,-3.2471028786548026,-2.989487139743717,-1.746698252776095
2003-03-26,-0.67,2057:AL:SCAN,13,13,-0.4617642444330639,-1.666759076947105,-2.556948497892071,-2.3960542808396714,-0.5443081786462971
2003-04-02,-1.697,2057:AL:SCAN,14,14,-1.0048181559015066,-1.8617579107354125,,-2.9672658024097003,-1.1107746604601405
2003-04-09,-0.667,2057:AL:SCAN,15,15,-0.5244213740275319,-1.4330095637562086,-2.273158796639229,-2.9189113161256155,-0.8141213025814046
2003-04-16,-0.017,2057:AL:SCAN,16,16,-0.051960165781712433,-1.1121989384056599,-1.8789656943391448,-2.334765258926558,-0.37538937838624536
2003-04-23,-1.135,2057:AL:SCAN,17,17,-0.9300090334599066,-1.8987097589328668,-2.3911503653444983,-2.662377931966584,-0.8239358880332783
2003-04-30,0.0,2057:AL:SCAN,18,18,-0.04952962541564148,-0.8460871799373254,-1.5745254911530853,-2.111607140606727,-0.28546669461825785
2003-05-07,-0.407,2057:AL:SCAN,19,19,0.17151996736283504,-1.1299224698627581,-1.9655715345701932,-2.319314156793191,-0.23750680147130726
2003-05-28,-0.215,2057:AL:SCAN,22,22,0.9901693930420128,0.04284923456149361,-0.9199152743592716,-1.279624766805087,0.7304181441786781
2003-06-04,-1.497,2057:AL:SCAN,23,23,-0.45692669572308525,-1.4414091108913436,-1.6073650417132046,-1.8293072002306747,0.027634359623698125
2003-06-11,-0.17,2057:AL:SCAN,24,24,0.897097014732849,-0.1877296217566724,-0.6101109159086745,-1.4658572783648398,-0.1926933991261066
2003-06-25,0.297,2057:AL:SCAN,26,26,0.23759526582423354,-0.46097148742775657,-0.7044425545720797,-1.2065895624798646,-0.28186211708159603
2003-07-09,1.985,2057:AL:SCAN,28,28,0.6409591020721138,-0.14428722584955403,-0.7978575330543983,-0.4565844875913946,0.5532369075703102
2003-07-23,0.039,2057:AL:SCAN,30,30,0.9616043936813878,-0.0040627363940894355,-0.8432920059979366,-0.48706279006205827,0.618034743746763
2003-07-30,-0.621,2057:AL:SCAN,31,31,0.4614703545514952,-0.25996215802118783,-0.8735325145350288,-0.6302380836451242,0.5863136878849684
