Date,ESI,station,week_x,week_y,2inANOM,4inANOM,8inANOM,20inANOM,40inANOM
2019-08-27,1.195,2174:AL:SCAN,35,35,0.3652933393263964,-0.4279252923673637,-0.9590486984897871,0.3984076831829393,-1.5858844603246924
2019-09-03,-0.794,2174:AL:SCAN,36,36,0.8699952033230295,-0.21920067192714365,-0.3087975898149771,0.44223121872771864,-1.9530071261292041
2019-09-10,-0.167,2174:AL:SCAN,37,37,0.1402500744327814,-0.8957145688735906,-1.0147044416007198,0.01447438403015385,-1.9855793498143288
2019-09-17,-0.634,2174:AL:SCAN,38,38,-0.2157170143996658,-0.8736495303327741,-1.1330041380512121,-0.3430382108166304,-2.271214078550933
2019-09-24,-0.772,2174:AL:SCAN,39,39,-0.11127784917952607,-0.7274221083671277,-0.8095649177454537,-0.3283992112713732,-2.151148915644434
2019-10-01,0.138,2174:AL:SCAN,40,40,-0.21877825285775962,-0.7069344849984701,-0.9423297772550607,-0.35065631812994796,-2.06611103077357
2019-10-08,0.817,2174:AL:SCAN,41,41,-0.43988500040911815,-0.7076435021374079,-0.8774450070010267,-0.44310052083548535,-1.8759735096616723
2019-10-15,1.267,2174:AL:SCAN,42,42,-0.35351727825161744,-0.26342993146101873,-0.5160946061337507,-0.3985578041605968,-2.202344084546109
2019-10-22,2.161,2174:AL:SCAN,43,43,-0.13925291519780494,0.26986078743093295,0.08807393790333215,0.12731348178345273,-2.201701787633965
2019-10-29,-0.355,2174:AL:SCAN,44,44,0.5758274756316085,0.37936204247051997,0.24202791677928678,0.3216853490219509,-2.0853578289211265
2019-11-05,2.221,2174:AL:SCAN,45,45,0.582492592088298,0.45521881462363734,0.3318744987935747,0.6513011748531932,-2.0607156503245
2019-11-12,1.612,2174:AL:SCAN,46,46,0.1976996408733429,0.08843415390652362,-0.02072836226516946,0.49244727231435237,-2.2580232173745727
2019-11-19,1.027,2174:AL:SCAN,47,47,0.2805247476252325,0.17720937071164578,0.08019700950481043,0.5615378703047557,-2.371322258403489
2019-11-26,0.553,2174:AL:SCAN,48,48,0.3884933356269218,0.2882444227139763,-0.16156721609941524,0.22821119694484449,-2.6670350534785
2019-12-03,-0.949,2174:AL:SCAN,49,49,0.40439379847223444,0.388865888870254,0.2183422055760454,0.8668713497150483,-0.09185680875408558
2019-12-10,0.224,2174:AL:SCAN,50,50,0.5521549836947731,0.47962364909089233,0.04442042205867766,0.7105061933691366,0.7917648917622537
2019-12-17,1.084,2174:AL:SCAN,51,51,0.7378034126411925,0.5777238926195832,0.40086128112063674,0.6932703710619657,
2019-12-24,1.257,2174:AL:SCAN,52,52,0.5851639891192288,0.8695269199672416,0.34664713817350223,0.34134796615087093,-2.2472319600981274
2019-12-31,-1.158,2174:AL:SCAN,1,1,0.450825040564525,0.5489163604881913,-0.014902315754351638,0.2934895234951531,-1.506411472975353
2020-01-01,-0.486,2174:AL:SCAN,1,1,0.42062088151925875,0.5440854134211879,-0.011986645280676098,0.2141339870994682,-1.393431887379042
2020-01-08,-0.757,2174:AL:SCAN,2,2,0.22743598932653494,0.332695459479252,-0.11909382895039211,0.23700246055435076,-1.5263509549715235
2020-01-15,-0.43,2174:AL:SCAN,3,3,0.5486677352099182,1.4747764430431842,0.18992185058332337,0.08095635492942277,-0.7845819078568108
2020-01-22,-0.275,2174:AL:SCAN,4,4,0.4160461804822934,0.40364887091341367,-0.12374577041355157,0.1631595101355233,-0.3637993401494013
2020-01-29,0.536,2174:AL:SCAN,5,5,0.29029461282454855,0.1391094512447395,-0.19872121747436566,0.3455136860582117,-0.7487512920875441
2020-02-05,-0.155,2174:AL:SCAN,6,6,-0.8708573168425703,-0.5795537435220158,-0.624552285403063,0.30005087231203104,-0.6190921818973887
2020-02-12,-0.779,2174:AL:SCAN,7,7,0.7259199101828792,0.7460077617348121,0.450718956640568,-0.0012291336905365824,-0.608728386252092
2020-02-19,0.52,2174:AL:SCAN,8,8,0.9467401196148552,0.6462950576110973,0.47894212660415647,-0.03530233188696535,-0.3317670669876325
2020-02-26,1.135,2174:AL:SCAN,9,9,0.4625469944271833,0.5171874164616206,0.26996977266799943,-0.1725734611528959,-0.308210178333755
2020-03-04,0.326,2174:AL:SCAN,10,10,-0.007467421810541727,0.12481654974027816,0.19104592732961415,-0.20880829269264614,-0.936224881941379
2020-03-11,-0.09,2174:AL:SCAN,11,11,0.4909709067672313,0.6604210357040478,0.3019444110071292,0.002070547895838715,-0.5235817934820897
2020-03-18,-0.817,2174:AL:SCAN,12,12,0.418783040063125,0.5733653993589349,0.3792470689228805,-0.04071700056002398,-0.9053670075631366
2020-03-25,2.227,2174:AL:SCAN,13,13,1.0387536189811792,0.7741672369276996,0.4629986502266402,0.031998830843922764,-0.720933367083301
2020-04-01,0.821,2174:AL:SCAN,14,14,0.8706100834318654,0.8053600544103796,0.3758927021276849,0.053892174458138084,-0.9287385979589802
2020-04-08,0.461,2174:AL:SCAN,15,15,0.31767961036126474,0.40936518658266724,0.24184979824940844,0.3792280283075288,-0.013018892430496885
2020-04-15,1.387,2174:AL:SCAN,16,16,0.38769287449791523,0.39347991005794297,0.3609481810722116,0.03338902505519232,-2.048663329255307
2020-04-22,-0.294,2174:AL:SCAN,17,17,0.10879074679079567,-0.03530529899834045,-0.14227806591941344,0.09888160925247014,-2.3714871959306723
2020-04-29,0.671,2174:AL:SCAN,18,18,0.2760699535358768,0.05468303231469696,0.23672486689190017,0.009027932143522118,
2020-05-06,-0.423,2174:AL:SCAN,19,19,0.3522957033832184,0.5730867861035526,-0.011840013415501728,0.10261172772479149,-2.3524160533463507
2020-05-13,-0.103,2174:AL:SCAN,20,20,0.12450050976998354,0.15248990810730753,-0.2557092057084613,0.40821954487047923,-2.363618814373565
2020-05-27,1.726,2174:AL:SCAN,22,22,0.4962560683479597,0.2734173976710455,0.20686343552683178,0.33510505678292507,-2.307308818066149
2020-06-03,-0.168,2174:AL:SCAN,23,23,0.15502820461516528,-0.14977514426369887,-0.1762181422622476,-0.013970620267327476,-2.3959199102370277
2020-06-10,0.865,2174:AL:SCAN,24,24,-0.02852619030185093,-0.13876718438853122,-0.23013729295819005,,-2.1040650530664236
2020-06-17,-0.299,2174:AL:SCAN,25,25,0.12056324296403838,0.015588102600006495,-0.32419985724089423,,-2.293013501449548
2020-06-24,0.1,2174:AL:SCAN,26,26,-0.12326919135873018,-0.27564717488108675,-0.8340332609932972,,-2.6187561014051712
2020-07-08,1.351,2174:AL:SCAN,28,28,0.7054678710543123,0.5292013090627519,0.5080133140374743,,-1.7897006474205752
2020-07-15,-1.333,2174:AL:SCAN,29,29,0.8216934793600165,0.6330873522689995,0.7471958394906653,,-1.8996107476042834
2020-07-22,0.669,2174:AL:SCAN,30,30,0.6859851995431544,0.40938529690075653,0.4281484035633766,,-1.8991674519825341
2020-07-29,1.322,2174:AL:SCAN,31,31,0.5875925984097808,,0.5237002617424962,,-1.4049292652727805
2020-08-05,-0.126,2174:AL:SCAN,32,32,0.6932830669976024,,0.729173503336566,,
2020-08-12,0.359,2174:AL:SCAN,33,33,-0.4619417047540009,,-0.960755447935617,,-1.774966904507723
2020-09-09,-0.171,2174:AL:SCAN,37,37,-0.2427670207319271,,-0.9647081964124581,,
2020-09-16,0.026,2174:AL:SCAN,38,38,-0.47722562009133274,,-1.2004050725173852,,
2020-09-23,-1.61,2174:AL:SCAN,39,39,-0.42476631212777743,,-1.053767916720135,,
2020-09-30,1.797,2174:AL:SCAN,40,40,-0.18971064334032461,,0.4116934553601415,,
2002-04-23,-1.008,2055:AL:SCAN,17,17,,,,,
2002-04-30,-0.451,2055:AL:SCAN,18,18,-1.0981744419689883,-0.585797510750305,-1.449016752026168,-1.4257801334001559,-1.0501490764836034
2002-05-21,-0.496,2055:AL:SCAN,21,21,0.960147322273078,1.1204074973708429,-0.05531243238412656,-0.620654945960412,0.6512705616034492
2002-06-04,0.739,2055:AL:SCAN,23,23,-0.7545834529132504,0.4891538784942747,-0.6851606499482151,-1.1025587944411483,0.3310869411939838
2002-06-11,0.108,2055:AL:SCAN,24,24,-1.0981762541259548,0.4496510300249736,-0.7691222710874931,-1.4681812356717112,-0.029799663466098893
2002-06-25,-2.493,2055:AL:SCAN,26,26,-1.0114477767759256,0.39664673179075116,-0.6817735876072423,-0.9135025703096602,-0.15032265975423778
2002-07-09,-1.046,2055:AL:SCAN,28,28,-0.264008251182513,0.6494956733938663,-0.29305819507700254,-0.5050980755291009,0.012203421482218611
2002-08-06,-1.841,2055:AL:SCAN,32,32,-1.0233039199564855,0.2558546967158809,-0.19594242986541355,-0.7820447142789575,-0.21556027087350516
2002-09-17,-3.039,2055:AL:SCAN,38,38,-1.195225566467519,-0.02171455810813847,-1.0569506987688098,-1.0978162473637245,0.440984647992715
2002-09-24,-1.062,2055:AL:SCAN,39,39,1.0133565082844038,1.5593488951534336,-0.7593905565228166,-0.8425388445913803,0.3414785903166561
2002-10-08,1.121,2055:AL:SCAN,41,41,1.615523063473213,1.4370681475083171,0.27510686559878583,-0.15731575530526473,1.6286248200573936
2002-10-22,0.578,2055:AL:SCAN,43,43,1.307614140366693,1.021232122559781,-0.02175050056924363,-0.37631392170112454,0.8277717960096336
2002-11-26,2.192,2055:AL:SCAN,48,48,0.7932667191586524,0.6778119115691122,-0.3100091187717831,-0.5588629409704249,0.7225606807345544
2002-12-03,-0.205,2055:AL:SCAN,49,49,0.761409222705639,0.5613856192169429,-0.8652405296403056,-0.7373846050296965,0.3112976418427258
2002-12-10,0.465,2055:AL:SCAN,50,50,0.7423740193774904,0.5610023086793765,-0.9298236705670968,-0.8070921713402699,0.39625889051591134
2002-12-17,0.696,2055:AL:SCAN,51,51,1.1356513729757687,0.7946367544655629,-0.7492039216568784,-0.7104514984044611,0.8420608840556949
2002-12-24,-0.347,2055:AL:SCAN,52,52,0.5890795840650952,0.512681925245487,-0.5772582905611515,-0.658908040846667,1.1256869648832715
2002-12-31,1.081,2055:AL:SCAN,1,1,1.0965901084949459,0.07429663468581849,-0.7801057494392929,-0.7774533010172462,0.33206118559305703
2003-01-01,1.489,2055:AL:SCAN,1,1,1.1428084138662935,0.09962503287416724,-0.8604599897248868,-0.8642676277509762,-0.12203958102992817
2003-01-08,0.881,2055:AL:SCAN,2,2,0.7209657890885456,0.3893848713740588,-0.8951797311949373,-0.8876547944922908,0.5630262912196956
2003-01-15,0.508,2055:AL:SCAN,3,3,0.4992223930714458,-0.0052448268764136285,-1.1913917627994168,-1.0740534166025248,-0.006143416702391677
2003-01-22,1.585,2055:AL:SCAN,4,4,0.346345867190482,0.023095153861609374,-1.2774964129981958,-1.2342890424416613,0.047984776177741224
2003-01-29,1.801,2055:AL:SCAN,5,5,0.18917971351380006,0.06054357326263898,-1.277837755867021,-1.253029432581324,-0.03514901780590859
2003-02-05,-0.416,2055:AL:SCAN,6,6,0.6697951606642197,0.7138874362909039,-1.1211586797181161,-1.0283316349011276,0.5167819417935441
2003-02-12,-0.441,2055:AL:SCAN,7,7,0.8936520776898058,0.7926100696820244,-0.8099241304062428,-0.8940930642184256,0.5720193437730277
2003-02-19,-0.771,2055:AL:SCAN,8,8,1.3294705050824787,1.1202098748262819,-0.6607493328554926,-0.7101473010535891,0.5788485024275993
2003-03-12,0.501,2055:AL:SCAN,11,11,1.269622392917172,0.7783731297122313,-0.10216010431554408,-0.5683872638000541,1.4609729202142163
2003-03-19,-1.426,2055:AL:SCAN,12,12,,-0.18057688243919742,,,
2003-03-26,-0.897,2055:AL:SCAN,13,13,,0.4163605635798534,,,
2003-04-02,-0.412,2055:AL:SCAN,14,14,,0.11790377888095806,,,
2003-04-09,-1.327,2055:AL:SCAN,15,15,-0.617270801481554,0.2702465864386572,,,
2003-04-23,1.0,2055:AL:SCAN,17,17,-1.222208276848917,-0.2616439557943875,,,
2003-05-14,-0.295,2055:AL:SCAN,20,20,,,,,
2003-05-28,-0.265,2055:AL:SCAN,22,22,0.5615190025790735,1.6771622329233604,-0.0729926752023048,-0.7689642036418715,0.8138752084971597
2003-06-25,0.715,2055:AL:SCAN,26,26,0.11874659613057638,1.2677910681815039,0.14888871662509087,-0.19248424356932317,0.7391762337060348
2003-07-23,-0.083,2055:AL:SCAN,30,30,-1.0245424098716776,0.16884598256196504,-0.9372283103505942,-0.8574329675659654,0.13772631605557056
2003-08-13,0.475,2055:AL:SCAN,33,33,0.39304532138972187,1.129787081000236,1.00364280415601,0.8325742091185576,0.8599990032234014
2003-10-08,-0.997,2055:AL:SCAN,41,41,-0.5499288476934268,1.2861948511819838,-0.4498369018574781,-0.6193192376604345,0.2812301990180641
2003-10-15,-0.956,2055:AL:SCAN,42,42,-0.4592758052879963,0.9777952965723427,-0.2987452199094562,-0.4360254866369584,0.6930468262840692
2003-10-22,-0.261,2055:AL:SCAN,43,43,-0.7380962951037352,0.873314711965859,-0.6712305640787823,-0.7953553011284049,0.1798323708333768
2003-11-05,-1.388,2055:AL:SCAN,45,45,-0.9079621695585055,0.667267645639454,-0.7291769235477672,-0.8763237857659403,0.11892077177282502
2003-11-12,-1.288,2055:AL:SCAN,46,46,-1.0327260425795304,0.5293573044853362,-0.7726659007437976,-0.9141271899375437,-0.02493369751974686
2003-11-19,-0.523,2055:AL:SCAN,47,47,-1.2748780303560638,0.47599754321855137,-0.9380720139750658,-1.25734907771563,-0.09284223758758467
2003-11-26,0.419,2055:AL:SCAN,48,48,-1.2131905564696321,1.0323537775695997,-0.38559438094582144,-0.7005691232361522,-0.018266537323472207
2003-12-03,-0.812,2055:AL:SCAN,49,49,-1.8817573360876425,1.0246744433804056,-0.7637536705246015,-0.545470362537266,0.7452512123915618
2003-12-10,0.465,2055:AL:SCAN,50,50,-1.8127827484877113,1.0745098703540434,-0.8178860556923958,-0.6690076266363311,0.6411975212062824
2003-12-17,1.705,2055:AL:SCAN,51,51,-1.4083407216844448,1.4106110589619174,-0.5726867864933581,-0.5837565540794286,0.5984831019071901
2003-12-31,0.404,2055:AL:SCAN,1,1,-1.3335197370828065,0.9692333706741084,-0.4252078548445945,-0.5208859604023824,0.6158741647324225
2004-01-01,-0.62,2055:AL:SCAN,1,1,-1.3359522794707726,0.9607905712779915,-0.4118154814636625,-0.45577521535208376,0.6702716524008009
2004-01-08,0.618,2055:AL:SCAN,2,2,-1.414097168454522,1.146217438270116,-0.6385411734462183,-0.6621895601659061,0.7623845980262494
2004-01-15,-0.243,2055:AL:SCAN,3,3,-1.3493385504910516,0.799064800582992,-0.6507602065711106,-0.7538891151630336,0.45558284914049385
2004-01-22,-0.404,2055:AL:SCAN,4,4,-1.5347451239878296,0.6825016158413352,-0.8942474890987381,-0.911950728666266,0.30204256848193073
2004-01-29,-0.104,2055:AL:SCAN,5,5,-1.3400897714690532,1.0762340904258823,-0.7177395986458421,-0.8194671281731802,0.679787177565942
2004-02-05,0.929,2055:AL:SCAN,6,6,-1.4087004341368832,1.28753137989553,-1.0901502639885057,-0.9859043205752324,0.21482779442787048
2004-02-19,-0.856,2055:AL:SCAN,8,8,-0.6500447354618274,2.0371498783264705,-0.3559943188214709,-0.4806119083588409,0.5872857818357758
2004-03-11,-0.409,2055:AL:SCAN,11,11,-0.48918407223060667,1.3139119776030632,-0.020155912473067854,-0.3913908895367367,0.4761708013755771
2004-03-18,-0.332,2055:AL:SCAN,12,12,-1.5612522195654863,0.7518578048747664,-1.1087201525107595,-1.1586348614679196,0.6379097863115797
2004-03-25,0.05,2055:AL:SCAN,13,13,-1.269891569290571,0.4819582558336415,-0.9116408968950632,-0.9314510025044757,-0.6048604134333038
2004-04-01,-0.539,2055:AL:SCAN,14,14,-1.5080556472749045,0.11790377888095806,-1.4164350320035328,-1.2895766228763992,0.036536279556809215
2004-04-08,-0.504,2055:AL:SCAN,15,15,-0.9969180602498102,0.922309450964957,-0.8599232818750299,-1.0895813162320052,-0.009127253305167407
2004-04-15,1.256,2055:AL:SCAN,16,16,-0.9393551616777529,0.5904201970943326,-0.9626548696017088,-0.8829768911655385,-0.14116768682512823
2004-04-22,0.005,2055:AL:SCAN,17,17,-1.3298368064504598,0.4884147550626493,-1.0373508147014208,-0.9805720716091904,-0.18656637650727376
2004-04-29,-0.599,2055:AL:SCAN,18,18,-1.1941567255722214,-0.07348851838105763,-1.1393264247204185,-0.9196320794896692,-0.5479956553620644
2004-05-13,-0.242,2055:AL:SCAN,20,20,-0.7373006085732272,1.6961941136946084,-0.6023602032977963,-0.9031453568845725,0.6019430463568405
2004-07-22,0.715,2055:AL:SCAN,30,30,0.34168828967673515,0.974237231102092,-0.5689471606914199,-0.3017408304525726,0.490440052295449
2004-07-29,1.538,2055:AL:SCAN,31,31,0.047547409950065865,1.4047832453584788,-1.347800137114876,-1.1591301447334834,1.1204407521141209
2004-08-05,0.076,2055:AL:SCAN,32,32,0.7490162713083545,1.2511918705252238,-0.7248758700314042,-0.3929523786455973,0.7642591421878745
2004-09-16,-0.869,2055:AL:SCAN,38,38,-0.19956817094470453,-0.3691474878383481,-0.34338433668727225,-0.5842972619713643,0.8063365025621245
2004-09-23,-0.427,2055:AL:SCAN,39,39,0.8224928722467982,0.16503063752409805,0.47278550250083334,0.2503375701192457,1.478828470652192
2004-10-28,-0.111,2055:AL:SCAN,44,44,0.7841295222003125,0.059613429749747496,0.25515372935761294,-0.07315642445742637,0.9493721237100536
2004-11-04,-2.571,2055:AL:SCAN,45,45,0.5078432473801812,-0.17987660357207172,-0.022713352076139483,-0.1438071239570485,1.0634589590593797
2004-11-11,-0.623,2055:AL:SCAN,46,46,0.36241815321562854,-0.20121481183503934,0.06980861891672843,-0.0810723530109242,0.9338427374937353
2004-11-18,-0.244,2055:AL:SCAN,47,47,0.3409395194941751,-0.25695608701348577,-0.007952009160568938,-0.26273230940116066,0.8910405905321991
2004-12-02,-0.225,2055:AL:SCAN,49,49,0.1692382532836826,-0.7527229323410538,-0.2949810355615828,-0.051310612637728924,1.5991848932568937
2004-12-09,1.123,2055:AL:SCAN,50,50,0.13244956496565888,-0.7105402249912306,-0.41677626905804843,-0.17457586979319345,1.1261541404526179
2004-12-16,-0.862,2055:AL:SCAN,51,51,-0.05653315765911568,-0.7303481741419137,-0.3770867177986465,-0.27738514325707786,0.7783559256476243
2004-12-23,0.026,2055:AL:SCAN,52,52,-0.6707720940979565,-1.005729223566678,-0.6154873164261283,-0.394640110025812,0.6438305940030761
2005-01-01,0.026,2055:AL:SCAN,53,53,-0.7071067811865479,-0.7071067811865478,-0.7071067811865475,-0.7071067811865476,-0.70710678118655
2005-01-15,-0.127,2055:AL:SCAN,2,2,-0.35093187160025424,-1.4656775616157334,-0.45522791791142014,-0.349583916325009,0.9770781592025377
2005-01-22,0.02,2055:AL:SCAN,3,3,-0.8250523171090235,-1.7563999651424598,-0.9110642891995543,-0.5833097742321569,0.2887405850123924
2005-01-29,0.501,2055:AL:SCAN,4,4,-1.3312669270134214,-2.060247001378684,-1.3640364925883952,-0.9326429171397224,0.18568022086169042
2005-02-05,0.777,2055:AL:SCAN,5,5,-0.5923890181639788,-1.2924611377924573,-1.045960384655921,-0.8412056281156494,0.37284399672612195
2005-02-12,0.232,2055:AL:SCAN,6,6,-0.663886783144326,-1.8021944153610618,-0.9406454024350314,-0.7041540001974416,0.3997747096893454
2005-02-19,-0.29,2055:AL:SCAN,7,7,-0.4385548863364611,-0.9593712735319645,-0.722457469420072,-0.5145188134888924,0.7464125797754657
2005-02-26,0.664,2055:AL:SCAN,8,8,0.2993458987486333,-0.7804376081571159,-0.2991610473795154,-0.21360134950984747,1.3607030609185875
2005-03-05,0.717,2055:AL:SCAN,9,9,0.06985692245759936,-0.5341152381776265,-0.3087852119924463,-0.1660590304298184,1.0260238423002526
2005-03-12,-1.777,2055:AL:SCAN,10,10,-0.49179395255969066,-1.2692181620758984,-1.1123791584369815,-0.7572561895530774,-0.1390247650189965
2005-03-19,-0.286,2055:AL:SCAN,11,11,0.32304608543530616,-0.17284587154148565,-0.21398400228256137,-0.2985403325461434,-0.23895933765937577
2005-03-26,0.579,2055:AL:SCAN,12,12,-0.014166869524814052,-0.4923643053557975,-0.4864700750270246,-0.655336460106289,1.1324357108194512
2005-04-02,0.502,2055:AL:SCAN,13,13,0.5920150484853397,-0.06314932768375317,0.02261801151341232,-0.13071609071474133,0.6198563057774218
2005-04-09,-1.844,2055:AL:SCAN,14,14,0.22496417224793527,-0.05764184745291267,-0.10895654092334829,-0.2662653505321098,1.3415326013507707
2005-04-16,0.218,2055:AL:SCAN,15,15,0.1544304892173188,-0.2801638923630103,-0.04003007986294415,-0.0463930461806752,1.0207176992689093
2005-04-23,0.934,2055:AL:SCAN,16,16,-0.15815132100563328,-0.6650978504817584,-0.5598704053332111,-0.24326055438211774,0.5040507587750159
2005-04-30,2.197,2055:AL:SCAN,17,17,-0.15620830106845054,-0.7807394660521535,-0.6593010801035475,-0.5657146566976101,0.3790362028063142
2005-05-07,-0.097,2055:AL:SCAN,18,18,0.05087061030971352,-0.39392148364571794,0.00531331443906894,-0.03776643171486016,1.0073227787062717
2005-06-11,2.097,2055:AL:SCAN,23,23,0.34516682494975287,0.0928572262582422,0.38976843199388705,-0.029952269222736153,1.1444092097792011
2005-06-18,0.788,2055:AL:SCAN,24,24,0.4552641284228,0.16919072655177003,0.5110941543355597,0.46372828063528404,0.8287144506762797
2005-06-25,-0.701,2055:AL:SCAN,25,25,-0.12029478071361,-0.15909537084150646,0.2146145388222887,0.09825084229758965,0.9969635588479127
2005-07-02,0.842,2055:AL:SCAN,26,26,-0.15316209191178307,-0.8778436696592055,-0.4288146966064493,-0.40304711775013,0.5421731230738938
2005-07-09,1.575,2055:AL:SCAN,27,27,0.704512420251277,0.8794910085353687,0.2682175430737691,0.22977599483065358,1.348818712963607
2005-07-23,0.757,2055:AL:SCAN,29,29,0.9260788177815501,0.32356963382856035,0.4690087923100189,-0.020567680761672362,0.6735023054415837
2005-08-20,1.208,2055:AL:SCAN,33,33,0.7437626850913208,-0.3582879653001127,-0.0073258598843494935,0.2766163084305505,0.23730948666963922
2005-08-27,1.069,2055:AL:SCAN,34,34,-0.4798092010071782,-0.5088987404121893,-0.4575770475233591,-0.1825198606278876,0.7472217127121029
2005-09-10,-1.079,2055:AL:SCAN,36,36,-0.8871898114495999,-0.8731560692418405,-0.8061521072705383,-0.825841269127892,0.6221373686498903
2005-09-17,-1.026,2055:AL:SCAN,37,37,-0.7297725058703298,-0.8217664853345484,-0.5523430308748345,-0.5857481060247647,0.8070861942888105
2005-10-15,-0.391,2055:AL:SCAN,41,41,-0.5105258461452995,-0.5727796928388982,-0.7348575283787452,-0.6142198614754986,0.3696376225127472
2005-10-22,-0.544,2055:AL:SCAN,42,42,-0.5883006129801732,-0.8074102448933318,-0.6305281464912526,-0.4806602133560326,0.7733753116980052
2005-10-29,0.801,2055:AL:SCAN,43,43,-1.0621172116808149,-1.2508481029584855,-1.1477182742236305,-0.8532715893419313,0.24402913415729127
2005-11-05,0.267,2055:AL:SCAN,44,44,-1.2405763788378665,-1.1805413629130312,-1.20585250677511,-0.8503403300766877,0.09341240490090429
2005-11-12,-1.507,2055:AL:SCAN,45,45,-1.0225261344557184,-1.2096387747693158,-1.1226139531884702,-0.9151693663164114,0.13314574447292368
2005-11-19,-0.616,2055:AL:SCAN,46,46,-0.7957835010133691,-0.7063017070688793,-1.0267893624118911,-0.9123471582347088,-0.009780621679016418
2005-11-26,0.29,2055:AL:SCAN,47,47,-0.5940847860157836,-0.5439435647663121,-1.0517857449711947,-1.1147026649711185,-0.0013685046657595141
2005-12-03,0.411,2055:AL:SCAN,48,48,-0.5457619408760241,-0.5101335615234274,-0.7470891130825299,-0.653648631774833,0.3958279218268864
2005-12-10,0.627,2055:AL:SCAN,49,49,-0.35431204586190973,-0.41181228814529924,-0.7927499159862315,-0.28207389207194733,0.9866815530725782
2005-12-17,0.398,2055:AL:SCAN,50,50,-0.5452442732697088,-0.5638237787984689,-0.8380970139336607,-0.4128830679112812,0.7374234118346418
2005-12-24,0.856,2055:AL:SCAN,51,51,-0.7873073573997456,-0.6765251766616499,-1.0259064578591526,-0.4847041430616768,0.5535148959720818
2006-01-01,-0.07,2055:AL:SCAN,52,52,-0.488878614727911,-0.39836476404181265,-0.5849040957341479,-0.27836222046463516,0.8552781154019811
2006-01-08,0.034,2055:AL:SCAN,1,1,-0.6110546478569887,-1.8000048312519175,-1.0613455904388676,-0.2046337701580779,0.06716907172965036
2006-01-15,-0.91,2055:AL:SCAN,2,2,-0.4426216918628397,-1.0049968687224802,-1.057542900382904,-0.5627818114478941,0.6959318290907314
2006-01-22,-1.696,2055:AL:SCAN,3,3,-0.1900332154695836,-0.5448449566909511,-0.7608888569139125,-0.3549958871400619,1.014310431336928
2006-01-29,-1.813,2055:AL:SCAN,4,4,-0.6125992525931674,-0.7605473082012532,-0.8241912341923852,-0.4889104309867181,0.9032480311865022
2006-02-05,0.288,2055:AL:SCAN,5,5,-0.6366779129590524,-0.5841013306195669,-0.8745017650984187,-0.5078819623311164,0.7280703745519809
2006-02-12,0.227,2055:AL:SCAN,6,6,-0.365961322747304,-0.24597223172079466,-0.8686615802055797,-0.5064344771253075,0.7224882046864102
2006-02-19,-0.903,2055:AL:SCAN,7,7,-0.6414738278768862,-0.6350767585352434,-0.8973907913924111,-0.47082681340491755,0.5291357611494769
2006-02-26,0.025,2055:AL:SCAN,8,8,-0.3076918156980979,-0.15727449898223114,-0.6594625418039788,-0.31836147307739565,0.48885085540705425
2006-03-05,-0.31,2055:AL:SCAN,9,9,-0.8280099926591892,-1.2175253381109257,-1.0300312516190804,-0.415147576074546,0.23682784516082517
2006-03-19,-0.588,2055:AL:SCAN,11,11,-1.4737054754620156,-1.6749048306257734,-1.267613618682883,-0.6351236016370428,-0.15106624794558374
2006-04-02,-0.087,2055:AL:SCAN,13,13,-0.7880280107415251,-1.2272773873988645,-1.0369683114376624,-0.6187830845675314,-0.16907164218040857
2006-04-09,0.486,2055:AL:SCAN,14,14,-0.6725777728492932,-1.3179022394915991,-1.1406387877913062,-0.6969326644051261,0.8043407682630286
2006-04-16,-1.409,2055:AL:SCAN,15,15,-0.5403488078749141,-1.4057781147772315,-1.0287248234657522,-0.4107226178820189,0.7953633919997584
2006-04-30,0.481,2055:AL:SCAN,17,17,-0.1304950004810509,-1.1323294867663898,-1.134464507992618,-0.7482519192587058,0.282671066499624
2006-05-14,-1.159,2055:AL:SCAN,19,19,1.0463005524441575,1.1209963693253278,-0.5191615067289266,-0.594074454688441,1.1713233439756696
2006-05-21,-1.164,2055:AL:SCAN,20,20,1.3335128290861455,0.47455741980922483,0.9606606690525242,-0.1398624973153513,1.563335148916072
2006-06-11,-1.334,2055:AL:SCAN,23,23,-1.197766400708789,-1.5108479178371024,-1.3308645776426031,-1.1113868316857443,-0.1727410127968595
2006-06-25,0.451,2055:AL:SCAN,25,25,-1.0632506424364248,-1.1761941608500879,-1.023546262075529,-0.7994725898631224,0.2899023403531424
2006-07-02,-0.353,2055:AL:SCAN,26,26,-1.3684757062924149,-1.7864118677564826,-1.6286602471642646,-0.9119073970204119,-0.265738623558927
2006-07-16,-1.948,2055:AL:SCAN,28,28,-0.35951976867516255,-0.845464195538567,-0.8660198532824157,-0.5031830117356254,-0.057530415559034306
2006-07-23,-1.508,2055:AL:SCAN,29,29,-1.3381909323341106,-1.46164213901867,-1.495241196800277,-1.1707756741259359,-1.0408671993188123
2006-09-17,1.327,2055:AL:SCAN,37,37,-0.6811210054789747,-1.1141317612951949,-1.2424374713867339,-1.2086973042335498,0.27776169455649996
2006-10-01,-0.201,2055:AL:SCAN,39,39,0.107562981326277,-0.3447669754216284,-0.6420404556634227,-0.9893431391047481,0.21637252801583873
