,Date,ESI,station,2inANOM,4inANOM,8inANOM,20inANOM,40inANOM,2in_pr,4in_pr,8in_pr,20in_pr,40in_pr,2inSMSDC,4inSMSDC,8inSMSDC,20inSMSDC,40inSMSDC
10,2002-08-06,0.913,2057:AL:SCAN,-1.7040854809919743,-1.8661344962319169,-2.530473381270587,-2.8392149849326533,-1.5806203528657097,3.553077511752487,2.6592102259758046,0.48721071863580995,0.3262826282628263,4.686927865250824,3.0,4.0,4.0,4.0,3.0
11,2002-08-13,1.876,2057:AL:SCAN,-1.926298489613082,-2.00944105417246,-2.515216059903326,-2.8841725720738087,-1.7154730030429817,1.891330490871324,1.7119379137183293,0.49828368951389657,0.3037803780378038,3.2222629073599416,4.0,4.0,4.0,4.0,3.0
12,2002-08-20,1.27,2057:AL:SCAN,-0.8777271051035769,-1.4147258657864328,-1.999684828321131,-2.4585754384140883,-1.793958626977195,20.061222258664042,7.543939739785436,1.8713320783966338,0.8550855085508551,2.72183571341389,,2.0,4.0,4.0,4.0
13,2002-09-03,-0.221,2057:AL:SCAN,-1.924587789068274,-2.375260407920904,-2.7086190696141563,-2.854029296766879,-2.114924212430279,1.9241281294413468,0.5592330518146542,0.3211161554645111,0.31503150315031503,1.305992920786037,4.0,4.0,4.0,4.0,4.0
14,2002-09-10,-1.826,2057:AL:SCAN,-1.670080418585108,-2.0466510382708023,-2.546471113065829,-2.6360265577414808,-1.9444485482507383,3.9575817207827706,1.5179182834969185,0.46506477687963677,0.5288028802880288,2.001708775784206,3.0,4.0,4.0,4.0,4.0
15,2002-09-17,-0.128,2057:AL:SCAN,-2.329752409288765,-2.292144472840175,-2.685264707684437,-2.6576319430109945,-2.184256830613976,0.6668853175904668,0.8217301985847979,0.3654080389768575,0.48379837983798374,1.037471011839375,4.0,4.0,4.0,4.0,4.0
16,2002-09-24,-0.057,2057:AL:SCAN,0.6617904119132687,-1.0017253996093385,-2.1600582444990413,-2.75962814640311,-2.2491190103627514,72.06734448453045,16.05797763067793,1.295537592736131,0.40504050405040504,0.8543878921030148,,1.0,4.0,4.0,4.0
17,2002-10-08,-3.476,2057:AL:SCAN,0.4360595781689986,-0.5463164112776534,-1.5534577314869031,-1.6774494821180244,-0.5357363297122691,63.080791516344156,30.118694362017806,5.691507031336507,4.68046804680468,31.00207494202368,,,,3.0,
18,2002-10-22,0.679,2057:AL:SCAN,0.5987212282226896,-0.5940010286512853,-1.5082348170990865,-1.5591534317532123,-0.5391890472299918,69.50912867606866,28.275507874914403,6.234082604362751,6.131863186318632,30.770169657024287,,0.0,2.0,2.0,
19,2002-11-12,2.241,2057:AL:SCAN,0.6453479171186118,-0.8601373542413935,-1.8760198003887845,-1.6244743065450014,0.0092245746715236,71.43325680551,20.155215704177127,2.568929243716089,5.423042304230423,48.72452093250336,,,4.0,,
20,2002-11-19,0.354,2057:AL:SCAN,0.2494387588431053,-1.3369081138711714,-2.101037722534235,-1.704415950820752,-0.1686403898198255,56.532196348529574,8.913490070760101,1.483778097663603,4.354185418541854,42.89027218357134,,2.0,4.0,3.0,
21,2002-11-26,0.663,2057:AL:SCAN,-0.0889219894500753,-1.918394134359524,-2.4992607293920983,-2.303401158474801,-0.5475199758395147,45.06395539521154,2.2483451266834056,0.5093566603919831,1.2263726372637265,30.538264372024898,,4.0,4.0,4.0,
22,2002-12-03,-1.738,2057:AL:SCAN,-1.5234310367802897,-2.6265424780247804,-3.2733776675050734,-2.833942400854509,-1.8312861398027596,5.925440034984148,0.23967130792056607,0.022145941756173182,0.33753375337533753,2.5265470523617726,,4.0,4.0,4.0,4.0
23,2002-12-10,1.201,2057:AL:SCAN,-0.7033162456981031,-2.432395091940484,-3.0209487696253228,-2.5585987233709844,-2.1138163380351127,25.122991144637584,0.47934261584113214,0.11072970878086591,0.6188118811881188,1.3304040034175517,0.0,4.0,4.0,4.0,4.0
24,2002-12-17,0.335,2057:AL:SCAN,-0.8289464749355719,-2.1678075894781057,-2.9389327154700817,-2.592660992756548,-1.610532641438733,21.427790532415,1.1298790230540974,0.17716753404938546,0.5738073807380738,4.235322836567802,0.0,4.0,4.0,4.0,3.0
25,2002-12-24,-1.825,2057:AL:SCAN,-0.8614034112262352,-2.05193329650661,-2.786647992111155,-2.8228324418127118,-1.3803022986117928,20.58598447578441,1.483679525222552,0.2657513010740782,0.3487848784878488,7.457585743927743,,4.0,4.0,4.0,2.0
26,2002-12-31,1.712,2057:AL:SCAN,-1.061323913118193,-1.810045902996908,-2.1556881580448204,-2.0257406493079104,-1.688100457984773,14.988520826500492,3.047249486418626,1.328756505370391,2.16021602160216,3.588429146832662,1.0,3.0,4.0,4.0,3.0
27,2003-01-01,1.259,2057:AL:SCAN,-1.036347667908321,-1.7562939899074708,-2.129500409617469,-2.0890120907230467,-1.8153442110991984,15.710068875040998,3.5037662634101805,1.384121359760824,1.8676867686768677,2.6241913828878314,1.0,3.0,4.0,4.0,4.0
28,2003-01-08,0.891,2057:AL:SCAN,-1.2464985796195307,-1.932298787278626,-3.000891339258183,-2.555375814991198,-1.624192009643142,10.593637258117415,2.0771513353115725,0.14394862141512568,0.6300630063006301,4.113267423410228,,4.0,4.0,4.0,3.0
29,2003-01-15,0.633,2057:AL:SCAN,-1.2541265628831102,-2.515966720527241,-2.9828229676312312,-2.530468886398175,-2.106793094132161,10.4296490652673,0.3880392604428213,0.15502159229321227,0.6525652565256526,1.3914317099963385,,4.0,4.0,4.0,4.0
30,2003-01-22,1.696,2057:AL:SCAN,-0.9512160126962356,-2.2536973226219845,-3.048056823791999,-2.6643596002913705,-1.5600044397330797,18.016836121132613,0.9700981511070532,0.09965673790277932,0.4612961296129613,4.882216526302942,1.0,4.0,4.0,4.0,3.0
31,2003-01-29,1.206,2057:AL:SCAN,-1.2201252974820749,-2.568646096599696,-3.055394535646992,-2.6560375667230565,-1.4266564404555406,11.12933202142779,0.30814882446929925,0.08858376702469273,0.49504950495049505,6.725253264982302,1.0,4.0,4.0,4.0,2.0
32,2003-02-05,0.129,2057:AL:SCAN,-0.5830874308845279,-2.5014250276240824,-3.0130042710775844,-2.523454952869011,-1.581531888880473,28.949382311140266,0.41086509929239895,0.12180267965895249,0.6750675067506751,4.674722323935066,0.0,4.0,4.0,4.0,3.0
33,2003-02-12,0.094,2057:AL:SCAN,-0.8584702722631411,-2.561322548815883,-3.153309224565368,-2.6544525209700263,-1.2541877646875434,20.651579752924455,0.330974663318877,0.055364854390432955,0.5063006300630063,9.569144391553767,,4.0,4.0,4.0,2.0
34,2003-02-19,-0.317,2057:AL:SCAN,-0.9472548666025952,-2.755691679416339,-3.0748823034778425,-2.7187326703845907,-1.3448330312562766,18.153492948507708,0.13695503309746632,0.07751079614660614,0.42754275427542754,8.031246185768339,1.0,4.0,4.0,4.0,2.0
35,2003-03-05,0.751,2057:AL:SCAN,-0.8012094989417231,-2.24353796633568,-3.007653686297523,-2.807636985069349,-1.2894840262324023,22.204001311905543,0.9815110705318421,0.1328756505370391,0.36003600360036003,9.007689491028927,0.0,4.0,4.0,4.0,2.0
36,2003-03-12,0.124,2057:AL:SCAN,-0.8227909208254237,-2.370521895030772,-3.120688287188854,-2.944624815097007,-1.2506412361202552,21.591778725265115,0.5934718100890208,0.06643782526851955,0.2812781278127813,9.666788722079826,0.0,4.0,4.0,4.0,2.0
37,2003-03-19,-2.036,2057:AL:SCAN,-1.224556196549129,-2.555015046075785,-3.247102878654802,-2.989487139743717,-1.746698252776095,11.009074013337706,0.3423875827436658,0.03321891263425977,0.23627362736273627,2.9781520810447946,1.0,4.0,4.0,4.0,4.0
38,2003-03-26,-0.67,2057:AL:SCAN,-0.4617642444330639,-1.666759076947105,-2.556948497892071,-2.3960542808396714,-0.5443081786462971,32.72111074669291,4.268431864871034,0.45399180600155026,0.9900990099009901,30.660319785182473,,3.0,4.0,4.0,
39,2003-04-02,-1.697,2057:AL:SCAN,-1.0048181559015066,-1.8617579107354123,,-2.9672658024097003,-1.1107746604601405,16.464414562151525,2.693448984250171,,0.2587758775877588,12.803612840229464,1.0,4.0,,4.0,1.0
40,2003-04-09,-0.667,2057:AL:SCAN,-0.5244213740275319,-1.4330095637562086,-2.273158796639229,-2.9189113161256155,-0.8141213025814046,30.818847709631576,7.201552157041771,0.9301295537592735,0.2925292529252925,21.799096789942634,,2.0,4.0,4.0,0.0
41,2003-04-16,-0.017,2057:AL:SCAN,-0.0519601657817124,-1.11219893840566,-1.8789656943391448,-2.334765258926558,-0.3753893783862453,46.15721001421231,13.296051129879022,2.5246373602037426,1.1476147614761476,36.27486879043085,,1.0,4.0,4.0,
42,2003-04-23,-1.135,2057:AL:SCAN,-0.9300090334599066,-1.8987097589328668,-2.3911503653444983,-2.662377931966584,-0.8239358880332783,18.574395976823002,2.442364756904816,0.6200863691728491,0.47254725472547254,21.481752715732945,1.0,4.0,4.0,4.0,0.0
43,2003-04-30,0.0,2057:AL:SCAN,-0.0495296254156414,-0.8460871799373254,-1.5745254911530853,-2.111607140606727,-0.2854666946182578,46.211872745162346,20.463364528646427,5.514339497287122,1.7551755175517552,39.277431954107165,,,,4.0,
44,2003-05-07,-0.407,2057:AL:SCAN,0.171519967362835,-1.129922469862758,-1.9655715345701927,-2.319314156793191,-0.2375068014713072,53.77719470864765,12.953663547135358,2.0484996124460193,1.1926192619261926,40.754302453313805,,1.0,4.0,4.0,
45,2003-05-28,-0.215,2057:AL:SCAN,0.9901693930420128,0.0428492345614936,-0.9199152743592716,-1.279624766805087,0.7304181441786781,84.68350278779928,49.40652818991098,17.938212822500276,9.97974797479748,74.36836323690954,,,1.0,2.0,
46,2003-06-04,-1.497,2057:AL:SCAN,-0.4569266957230852,-1.4414091108913436,-1.6073650417132046,-1.8293072002306747,0.0276343596236981,32.87416639335301,7.110248801643461,5.1489314583102646,3.2065706570657064,49.24935920908092,,2.0,,3.0,
47,2003-06-11,-0.17,2057:AL:SCAN,0.897097014732849,-0.1877296217566724,-0.6101109159086745,-1.4658572783648398,-0.1926933991261066,81.43653656936701,41.531613786806666,26.719078728822943,7.245724572457246,42.20676186988893,,,0.0,2.0,
48,2003-06-25,0.297,2057:AL:SCAN,0.2375952658242335,-0.4609714874277565,-0.7044425545720797,-1.2065895624798646,-0.281862117081596,56.22608505520936,32.77790458799361,24.07263868896025,11.307380738073809,39.3262541193702,,,0.0,1.0,
49,2003-07-09,1.985,2057:AL:SCAN,0.6409591020721138,-0.144287225849554,-0.7978575330543983,-0.4565844875913946,0.5532369075703102,71.2802011588499,42.866925359506965,21.226885173291997,31.041854185418543,67.48443793482241,,,0.0,,
50,2003-07-23,0.039,2057:AL:SCAN,0.9616043936813878,-0.0040627363940894,-0.8432920059979366,-0.4870627900620582,0.618034743746763,83.76516890783864,47.67176443734307,20.09744214372716,30.0967596759676,69.93775173928964,,,,,
51,2003-07-30,-0.621,2057:AL:SCAN,0.4614703545514952,-0.2599621580211878,-0.8735325145350288,-0.6302380836451242,0.5863136878849684,64.05378812725485,38.918055238530016,19.16731258996789,25.7988298829883,68.72940314902965,,,1.0,0.0,
52,2003-08-06,1.492,2057:AL:SCAN,-0.0719093971370504,-0.7808395867459342,-1.0204511211039462,-0.8777117002705398,0.3037270481977233,45.59965015852192,22.198128281214334,15.49108625844314,18.676867686768677,58.24484315879409,,0.0,1.0,1.0,
53,2003-08-13,2.348,2057:AL:SCAN,0.2466242948292568,-0.8888321276657021,-0.966973529499724,-1.1017841716090329,-0.036631078408651,56.43380343281951,19.24218215019402,16.698040084154577,13.501350135013501,47.19882826803369,,1.0,1.0,1.0,
54,2003-08-20,1.332,2057:AL:SCAN,0.4754454452027246,-0.4335711535426214,-0.9224923444381804,-1.2313296159704494,-0.1713515444238124,64.55668525199519,33.565396028304036,17.849629055475585,10.834833483348334,42.80483339436104,,,1.0,,
55,2003-08-27,0.49,2057:AL:SCAN,-0.642643682399302,-1.4161992608188938,-1.425837739763863,-1.9636217596173933,-0.5565978516194687,27.06898436645895,7.509700981511071,7.40781751743993,2.5315031503150314,30.196509215183692,0.0,2.0,2.0,4.0,
56,2003-09-10,0.423,2057:AL:SCAN,-0.5449791315671882,-1.1965466523853068,-0.9566304575397824,-1.5136227656967138,-0.55587260067118,30.09729966109107,11.150422278018718,17.01915623961909,6.626912691269126,30.281948004393993,,1.0,1.0,2.0,
57,2003-09-17,-0.084,2057:AL:SCAN,-0.9780247989684216,-1.310729794578263,-1.0299869959450378,-1.64449734880344,-0.8126423151924559,17.2843555264021,9.381419767176444,15.236407928247148,5.1305130513051305,21.860124496521422,1.0,2.0,1.0,,0.0
58,2003-09-24,0.903,2057:AL:SCAN,-0.0999610631279374,-1.5771341861989905,-1.3716219878280962,-1.3866919807750284,-0.5062476570995598,44.69224882475128,5.192878338278932,8.11648765363747,8.427092709270926,31.893079458073963,,,2.0,2.0,
59,2003-10-01,0.9,2057:AL:SCAN,0.6727247176166804,-0.4622227349349642,-1.4387898559311625,-1.4715841712652886,-0.056585486485292,72.5811741554608,32.74366582971924,7.20850404163437,7.166966696669667,46.66178445014037,,,2.0,2.0,
