system:index,Mean Tree Cover,Total Deciduous 2001,Total Deciduous 2004,Total Deciduous 2006,Total Deciduous 2008,Total Deciduous 2011,Total Deciduous 2013,Total Deciduous 2016,Total Deciduous 2019,Total Evergreen 2001,Total Evergreen 2004,Total Evergreen 2006,Total Evergreen 2008,Total Evergreen 2011,Total Evergreen 2013,Total Evergreen 2016,Total Evergreen 2019,Total Mixed 2001,Total Mixed 2004,Total Mixed 2006,Total Mixed 2008,Total Mixed 2011,Total Mixed 2013,Total Mixed 2016,Total Mixed 2019,Tree Cover 2001,Tree Cover 2004,Tree Cover 2006,Tree Cover 2008,Tree Cover 2011,Tree Cover 2013,Tree Cover 2016,Tree Cover 2019,.geo
0,8.82481961529901,7.087009615088825,6.896258457240155,6.3318972710919965,6.170529920468846,6.31605701878378,6.29751640711898,6.279769200007403,6.361406352720659,1.3774059819084272,1.3632082162191654,1.3632082162191654,1.3632082162191654,1.5229330802233612,1.5726252601357775,1.4341970446654746,1.4341970446654746,0.9751498734241347,0.9503037834679265,0.8749442702898249,0.8536476217559322,0.9281858916245569,0.984976954381604,0.9707791886923423,0.9707791886923423,9.439565470421387,9.209770456927247,8.570049757600987,8.387385758443944,8.767175990631698,8.855118621636361,8.684745433365219,8.684745433365219,"{""type"":""MultiPoint"",""coordinates"":[]}"
