system:index,Mean Tree Cover,Total Deciduous 2001,Total Deciduous 2004,Total Deciduous 2006,Total Deciduous 2008,Total Deciduous 2011,Total Deciduous 2013,Total Deciduous 2016,Total Deciduous 2019,Total Evergreen 2001,Total Evergreen 2004,Total Evergreen 2006,Total Evergreen 2008,Total Evergreen 2011,Total Evergreen 2013,Total Evergreen 2016,Total Evergreen 2019,Total Mixed 2001,Total Mixed 2004,Total Mixed 2006,Total Mixed 2008,Total Mixed 2011,Total Mixed 2013,Total Mixed 2016,Total Mixed 2019,Tree Cover 2001,Tree Cover 2004,Tree Cover 2006,Tree Cover 2008,Tree Cover 2011,Tree Cover 2013,Tree Cover 2016,Tree Cover 2019,.geo
0,54.11540245993426,49.00071054430018,47.122115594425956,46.50709049000418,46.608410895086436,41.07839081376427,42.11425973246316,42.4579571546771,48.88368949158699,3.691839761460918,3.028978909627403,3.6524496887007394,3.6524496887007394,2.860190024910586,3.1002687109076024,3.192063502612344,3.33431081633399,6.756872010092718,6.392503453034848,6.1488941981261105,6.18773045615504,5.746464723663062,5.940646013807708,5.898279186867058,6.134633468796415,59.449422315853816,56.54359795708821,56.30843437683104,56.44859103994222,49.685045562337926,51.15517445717847,51.54829984415651,51.78465412608586,"{""type"":""MultiPoint"",""coordinates"":[]}"
