system:index,Mean Tree Cover,Total Deciduous 2001,Total Deciduous 2004,Total Deciduous 2006,Total Deciduous 2008,Total Deciduous 2011,Total Deciduous 2013,Total Deciduous 2016,Total Deciduous 2019,Total Evergreen 2001,Total Evergreen 2004,Total Evergreen 2006,Total Evergreen 2008,Total Evergreen 2011,Total Evergreen 2013,Total Evergreen 2016,Total Evergreen 2019,Total Mixed 2001,Total Mixed 2004,Total Mixed 2006,Total Mixed 2008,Total Mixed 2011,Total Mixed 2013,Total Mixed 2016,Total Mixed 2019,Tree Cover 2001,Tree Cover 2004,Tree Cover 2006,Tree Cover 2008,Tree Cover 2011,Tree Cover 2013,Tree Cover 2016,Tree Cover 2019,.geo
0,15.538020996806239,2.948396397245055,2.803440555991597,2.672290032952754,2.7259818931070456,2.7604951886435836,2.7777518364118525,2.815716461502044,2.6239172806987994,5.244748666737859,5.1000635179984135,5.127971916193057,5.127971916193057,5.246927741475656,5.41604288960469,5.478166821570459,5.381529594068153,7.637616352101665,7.444761470493773,7.372324153744144,7.368994635821795,7.428208623261934,7.562810475854433,7.649093714695776,7.300509429776747,15.830761416084579,15.348265544483782,15.172586102889957,15.222948445121897,15.435631553381175,15.756605201870977,15.94297699776828,15.59439271284925,"{""type"":""MultiPoint"",""coordinates"":[]}"
