system:index,Mean Tree Cover,Total Deciduous 2001,Total Deciduous 2004,Total Deciduous 2006,Total Deciduous 2008,Total Deciduous 2011,Total Deciduous 2013,Total Deciduous 2016,Total Deciduous 2019,Total Evergreen 2001,Total Evergreen 2004,Total Evergreen 2006,Total Evergreen 2008,Total Evergreen 2011,Total Evergreen 2013,Total Evergreen 2016,Total Evergreen 2019,Total Mixed 2001,Total Mixed 2004,Total Mixed 2006,Total Mixed 2008,Total Mixed 2011,Total Mixed 2013,Total Mixed 2016,Total Mixed 2019,Tree Cover 2001,Tree Cover 2004,Tree Cover 2006,Tree Cover 2008,Tree Cover 2011,Tree Cover 2013,Tree Cover 2016,Tree Cover 2019,.geo
0,11.722723486819147,0.21286277723654595,0.2163411500782838,0.2415627633503359,0.2589000648477823,0.2746686883969939,0.8103244653468128,1.0329539678958461,1.0329539678958461,1.0343043949991089,1.4099686619067975,10.550027595091208,10.550027595091208,11.39643165324742,11.87974814943744,12.088518723330766,12.095420906302998,2.018806675311219,2.0466336580451214,2.3519938715162727,2.2761244215329555,2.3940890032402065,2.7254347079408108,2.4452961077417115,2.4452961077417115,3.2659738475468743,3.672943470030203,13.143584229957817,13.085052081471945,14.065189344884619,15.415507322725064,15.566768798968326,15.566768798968326,"{""type"":""MultiPoint"",""coordinates"":[]}"
